,City,Colors Reported,Shape Reported,State,Time
14979,Houston,RED BLUE,CYLINDER,TX,10/31/1999 0:30
14980,San Diego,ORANGE,FIREBALL,CA,10/31/1999 9:30
14981,Denver,,SPHERE,CO,10/31/1999 17:30
14982,Rochelle,,FIREBALL,IL,10/31/1999 18:00
14983,Graham,,OTHER,WA,10/31/1999 18:15
14984,Nassau,,TRIANGLE,NY,10/31/1999 18:45
14985,Clinton,,,WA,10/31/1999 19:00
14986,Imperial Beach,RED,FIREBALL,CA,10/31/1999 19:30
14987,Ashland,YELLOW,OTHER,OR,10/31/1999 20:00
14988,Auburn,GREEN,RECTANGLE,GA,10/31/1999 20:00
14989,Auburn,GREEN,CIRCLE,GA,10/31/1999 20:30
14990,Billings,RED,,MT,10/31/1999 21:30
14991,Orland Park,,CIRCLE,IL,10/31/1999 23:30
14992,Turner,RED,CIRCLE,OR,10/31/1999 23:48
14993,New Orleans,,CYLINDER,LA,11/1/1999 0:00
14994,Newberg,,OTHER,OR,11/1/1999 2:00
14995,Scappoose,RED,OVAL,OR,11/1/1999 3:00
14996,Las Vegas,,OVAL,NV,11/1/1999 4:00
14997,South Bend,GREEN,TRIANGLE,IN,11/1/1999 6:22
14998,Walker County,RED,CIRCLE,TX,11/1/1999 15:00
14999,New York City,,CIGAR,NY,11/1/1999 16:40
15000,San Diego,,EGG,CA,11/1/1999 17:50
15001,Notrees,,LIGHT,TX,11/1/1999 18:30
15002,Clear Lake,,VARIOUS,TX,11/1/1999 19:10
15003,Torrance,,TRIANGLE,CA,11/1/1999 20:00
15004,Howell,,DISK,MI,11/1/1999 21:30
15005,South Republic,,TRIANGLE,MI,11/1/1999 22:30
15006,Kent,RED,DISK,WA,11/2/1999 1:00
15007,Baton Rouge,,TRIANGLE,LA,11/2/1999 19:15
15008,Duncan,,OTHER,OK,11/2/1999 20:25
15009,South Pasadena,ORANGE,CIRCLE,CA,11/2/1999 20:25
15010,Area 51,,CIRCLE,NV,11/3/1999 2:00
15011,Jackson,RED,LIGHT,TN,11/3/1999 3:30
15012,Amarillo,,CIRCLE,TX,11/3/1999 17:30
15013,Leighton,ORANGE,TRIANGLE,AL,11/3/1999 21:00
15014,Pueblo,,OTHER,CO,11/4/1999 0:28
15015,Issaquah,,TRIANGLE,WA,11/4/1999 13:50
15016,Kent,,DISK,WA,11/4/1999 22:50
15017,Hillsborough,,OVAL,CA,11/5/1999 0:00
15018,Santa Rosa,,,CA,11/5/1999 0:30
15019,Hauppauge,,DISK,NY,11/5/1999 3:10
15020,Burlingame,,VARIOUS,CA,11/5/1999 17:30
15021,Santa Clara,,RECTANGLE,CA,11/5/1999 18:15
15022,Raleigh,,DISK,NC,11/5/1999 18:44
15023,Carbondale,RED,DISK,KS,11/5/1999 19:30
15024,Rancho Santa Margarita,,CHEVRON,CA,11/5/1999 19:30
15025,Springfield,RED,FIREBALL,MO,11/5/1999 21:35
15026,Fair Oaks,,DIAMOND,CA,11/5/1999 22:34
15027,Wyoming,RED BLUE,LIGHT,MI,11/6/1999 0:23
15028,Landover,,CIRCLE,MD,11/6/1999 1:30
15029,Canon City,RED,LIGHT,CO,11/6/1999 2:15
15030,Allentown,,DISK,PA,11/6/1999 11:43
15031,Matawan,ORANGE,TRIANGLE,NJ,11/6/1999 18:03
15032,Chaco Canyon,,OTHER,NM,11/6/1999 20:30
15033,Ashland,,DISK,WI,11/6/1999 22:00
15034,Pittsburgh,,FORMATION,PA,11/6/1999 23:45
15035,Charlotte,,LIGHT,NC,11/7/1999 3:00
15036,Northbrook,,DIAMOND,IL,11/7/1999 17:58
15037,Almont,,LIGHT,MI,11/7/1999 18:00
15038,Princeton,,,NJ,11/7/1999 21:40
15039,Bullhead City,,LIGHT,AZ,11/7/1999 22:55
15040,Emmetsburg,,,IA,11/8/1999 5:28
15041,New York City,,LIGHT,NY,11/8/1999 6:32
15042,Iowa City,BLUE,EGG,IA,11/8/1999 10:00
15043,Hurst,,TRIANGLE,TX,11/8/1999 11:00
15044,San Francisco,,LIGHT,CA,11/8/1999 19:00
15045,Hinesburg,,,VT,11/8/1999 19:15
15046,Austin,,,TX,11/8/1999 20:45
15047,La Grande,,FORMATION,OR,11/8/1999 22:25
15048,Irma,,OTHER,WI,11/8/1999 23:00
15049,Atlanta,GREEN,TEARDROP,GA,11/9/1999 2:40
15050,Killeen,,LIGHT,TX,11/9/1999 3:45
15051,Fort Smith,,LIGHT,AR,11/9/1999 5:13
15052,Cave Spring,,DISK,GA,11/9/1999 6:30
15053,N State St,,DISK,MS,11/9/1999 17:10
15054,The Colony,GREEN,FLASH,TX,11/9/1999 18:35
15055,Flagstaff,,TRIANGLE,AZ,11/9/1999 18:43
15056,Phoenix,,LIGHT,AZ,11/9/1999 19:40
15057,Burgaw,ORANGE BLUE,LIGHT,NC,11/9/1999 20:00
15058,Dahlonega,RED GREEN,FIREBALL,GA,11/9/1999 20:25
15059,Mandaree,,CIRCLE,ND,11/9/1999 20:30
15060,Atlanta,,LIGHT,GA,11/9/1999 20:50
15061,Altoona,,TRIANGLE,PA,11/9/1999 21:00
15062,El Dorado,RED,LIGHT,KS,11/9/1999 22:49
15063,St. Louis,,,MO,11/10/1999 0:01
15064,Los Angeles,,OTHER,CA,11/10/1999 2:00
15065,Chicago,,,IL,11/10/1999 2:30
15066,Fair Oaks,,FIREBALL,CA,11/10/1999 5:12
15067,Henderson,,LIGHT,KY,11/10/1999 10:35
15068,House Springs,,LIGHT,MO,11/10/1999 18:10
15069,Flagstaff,,OTHER,AZ,11/10/1999 19:00
15070,Valatie,,TRIANGLE,NY,11/10/1999 20:00
15071,Florence,,FIREBALL,SC,11/10/1999 20:15
15072,Atlanta,,,GA,11/10/1999 23:00
15073,Meridian Navel Air Station,RED,FORMATION,MS,11/11/1999 2:00
15074,El Centro,,CIGAR,CA,11/11/1999 16:20
15075,Fallbrook,ORANGE,SPHERE,CA,11/11/1999 16:50
15076,Keasbey {Woodbridge},,CIGAR,NJ,11/11/1999 16:50
15077,Pflugerville,,LIGHT,TX,11/11/1999 19:42
15078,Bensalem,RED,LIGHT,PA,11/11/1999 20:20
15079,Wauwatosa,,CIGAR,WI,11/11/1999 23:05
15080,Burbank,,OTHER,CA,11/12/1999 1:03
15081,Denver,,RECTANGLE,CO,11/12/1999 19:00
15082,Wyandotte,,OTHER,MI,11/12/1999 19:00
15083,Gray,,TRIANGLE,TN,11/12/1999 20:30
15084,Jackson,,SPHERE,MS,11/12/1999 23:45
15085,Los Angeles,,LIGHT,CA,11/13/1999 2:30
15086,Moorehead,,FLASH,KY,11/13/1999 4:30
15087,Morristown,,,AZ,11/13/1999 6:35
15088,Midlothian,RED,DISK,IL,11/13/1999 17:30
15089,Boulder,,FORMATION,CO,11/13/1999 21:00
15090,Corbett,,FLASH,OR,11/13/1999 21:00
15091,El Dorado Hills,,LIGHT,CA,11/13/1999 22:00
15092,Sprague,BLUE,OTHER,WA,11/14/1999 0:45
15093,Asheville,,OTHER,NC,11/14/1999 2:00
15094,Bolivar,RED,LIGHT,TN,11/14/1999 2:06
15095,Addison,,TRIANGLE,TX,11/14/1999 3:30
15096,Stuart,,OVAL,FL,11/14/1999 4:30
15097,Arlington Heights,,CONE,IL,11/14/1999 5:00
15098,Sunland,,,CA,11/14/1999 15:00
15099,Port Richey,,LIGHT,FL,11/14/1999 18:05
15100,Cumby,,,TX,11/14/1999 18:45
15101,Grand Marsh,,CIRCLE,WI,11/14/1999 19:00
15102,Geneva,RED,,IL,11/14/1999 19:27
15103,Haltom City,BLUE,VARIOUS,TX,11/14/1999 21:30
15104,Port St. Lucie,ORANGE YELLOW,OVAL,FL,11/14/1999 22:05
15105,Yuma,,CIRCLE,AZ,11/15/1999 5:50
15106,Minneapolis,,CYLINDER,MN,11/15/1999 7:45
15107,Murfreesboro,,SPHERE,TN,11/15/1999 17:00
15108,Cedar Rapids,ORANGE GREEN,FIREBALL,IA,11/15/1999 18:00
15109,Yelm,,OTHER,WA,11/15/1999 20:00
15110,Ada,,LIGHT,MI,11/15/1999 21:15
15111,"Rancho Cordova, just east",,LIGHT,CA,11/15/1999 22:10
15112,Smithville,,CIRCLE,TN,11/15/1999 22:15
15113,Millwood,,FORMATION,KY,11/16/1999 0:00
15114,Griffith,,FLASH,IN,11/16/1999 2:00
15115,Tigard,,CHEVRON,OR,11/16/1999 3:20
15116,Dallas,GREEN,FLASH,TX,11/16/1999 5:00
15117,Diamond Bar,,DISK,CA,11/16/1999 7:15
15118,Springfield,,CYLINDER,MO,11/16/1999 14:00
15119,Albany,ORANGE,FIREBALL,NY,11/16/1999 16:00
15120,Burtons Bridge,,FIREBALL,IL,11/16/1999 16:15
15121,Lapeer,,CIGAR,MI,11/16/1999 17:00
15122,Winona,,FIREBALL,MN,11/16/1999 17:15
15123,Medina,BLUE,FIREBALL,OH,11/16/1999 17:20
15124,Alpena,,,MI,11/16/1999 17:30
15125,Scottsdale,,TRIANGLE,AZ,11/16/1999 17:30
15126,Chicago,,CIRCLE,IL,11/16/1999 18:00
15127,Chicago,,FIREBALL,IL,11/16/1999 18:00
15128,Fulton,,,MI,11/16/1999 18:00
15129,Kellogg,,CIRCLE,IA,11/16/1999 18:00
15130,Lowell,,RECTANGLE,IN,11/16/1999 18:00
15131,Madison,,FIREBALL,WI,11/16/1999 18:00
15132,Mequon,BLUE,FIREBALL,WI,11/16/1999 18:00
15133,Mexico,GREEN,TEARDROP,MO,11/16/1999 18:00
15134,Mt. Washington,,FIREBALL,KY,11/16/1999 18:00
15135,Nashville,,FIREBALL,IN,11/16/1999 18:00
15136,Nashville,,FIREBALL,TN,11/16/1999 18:00
15137,Neenah,GREEN,DISK,WI,11/16/1999 18:00
15138,Normal,,FIREBALL,IL,11/16/1999 18:00
15139,Owenton,,FORMATION,KY,11/16/1999 18:00
15140,Rural,RED GREEN,OVAL,MO,11/16/1999 18:00
15141,St. Louis,,FIREBALL,MO,11/16/1999 18:00
15142,Vandalia,,FIREBALL,OH,11/16/1999 18:00
15143,West Lima,,FIREBALL,WI,11/16/1999 18:02
15144,Norwalk,BLUE,FIREBALL,IA,11/16/1999 18:04
15145,Paddock Lake,,FIREBALL,WI,11/16/1999 18:04
15146,Apple Valley,RED,CIRCLE,MN,11/16/1999 18:05
15147,Appleton,YELLOW,FIREBALL,WI,11/16/1999 18:05
15148,Aurora,,FIREBALL,IL,11/16/1999 18:05
15149,Barrington,GREEN BLUE,FORMATION,IL,11/16/1999 18:05
15150,Chicago,GREEN,FIREBALL,IL,11/16/1999 18:05
15151,Cookeville,,OVAL,TN,11/16/1999 18:05
15152,Downers Grove,RED ORANGE GREEN,CHEVRON,IL,11/16/1999 18:05
15153,Durant,ORANGE GREEN BLUE,FIREBALL,IA,11/16/1999 18:05
15154,Fairfield,,FIREBALL,IA,11/16/1999 18:05
15155,Farmer City,,,IL,11/16/1999 18:05
15156,Jamestown,GREEN,LIGHT,TN,11/16/1999 18:05
15157,Jamestown,GREEN,LIGHT,TN,11/16/1999 18:05
15158,Milwaukee,GREEN,FIREBALL,WI,11/16/1999 18:05
15159,Mundelein,GREEN,FIREBALL,IL,11/16/1999 18:05
15160,Onalaska,YELLOW,TEARDROP,WI,11/16/1999 18:05
15161,Racine,GREEN,FIREBALL,WI,11/16/1999 18:05
15162,Shawano,ORANGE YELLOW,CIGAR,WI,11/16/1999 18:05
15163,St. Louis,,FIREBALL,MO,11/16/1999 18:05
15164,St. Louis,,FIREBALL,MO,11/16/1999 18:05
15165,St. Peters,ORANGE,FIREBALL,MO,11/16/1999 18:05
15166,Onton,,FIREBALL,KY,11/16/1999 18:06
15167,Woodstock,,FIREBALL,IL,11/16/1999 18:06
15168,St.Charles,ORANGE YELLOW GREEN,CIRCLE,IL,11/16/1999 18:07
15169,Hebron,,OTHER,IN,11/16/1999 18:08
15170,Elgin,,FIREBALL,IL,11/16/1999 18:10
15171,Sumner county,,FIREBALL,TN,11/16/1999 18:10
15172,St. Louis,,LIGHT,MO,11/16/1999 18:15
15173,Gallatin,,FIREBALL,TN,11/16/1999 18:20
15174,Oakbrook,GREEN,FIREBALL,IL,11/16/1999 18:20
15175,Taylorville,,LIGHT,IL,11/16/1999 18:20
15176,Grand Rapids,RED,LIGHT,MI,11/16/1999 18:25
15177,State College,RED ORANGE,FIREBALL,PA,11/16/1999 18:30
15178,Sycamore,,FIREBALL,IL,11/16/1999 18:30
15179,Elberfeld,,FIREBALL,IN,11/16/1999 18:40
15180,Houston,,LIGHT,TX,11/16/1999 18:40
15181,Over southern Lake Erie,,VARIOUS,OH,11/16/1999 18:45
15182,Lake Havasu,,TRIANGLE,AZ,11/16/1999 18:50
15183,Ashland,,LIGHT,KY,11/16/1999 18:55
15184,Louisville,,LIGHT,KY,11/16/1999 18:55
15185,New York,,VARIOUS,NY,11/16/1999 18:55
15186,Avilla,,FIREBALL,IN,11/16/1999 19:00
15187,Central Lake,GREEN,,MI,11/16/1999 19:00
15188,Chicago,,TRIANGLE,IL,11/16/1999 19:00
15189,Chillicothe,,LIGHT,OH,11/16/1999 19:00
15190,Cincinnati,RED YELLOW GREEN,FIREBALL,OH,11/16/1999 19:00
15191,Cleveland,,FIREBALL,WI,11/16/1999 19:00
15192,Cleveland,,LIGHT,OH,11/16/1999 19:00
15193,Columbus,,FIREBALL,OH,11/16/1999 19:00
15194,Columbus,,OTHER,MI,11/16/1999 19:00
15195,Detroit,,,MI,11/16/1999 19:00
15196,East Lansing,,,MI,11/16/1999 19:00
15197,Hadley,RED,FIREBALL,MI,11/16/1999 19:00
15198,Hilton,,FORMATION,NY,11/16/1999 19:00
15199,Kalamazoo,,FIREBALL,MI,11/16/1999 19:00
15200,Louisville,,LIGHT,KY,11/16/1999 19:00
15201,Manitowoc Rapids,,FIREBALL,WI,11/16/1999 19:00
15202,Michigan City,,FORMATION,IN,11/16/1999 19:00
15203,Middletown,GREEN,TRIANGLE,OH,11/16/1999 19:00
15204,Mount Vernon,,CIGAR,OH,11/16/1999 19:00
15205,New Philidelphia,,FORMATION,OH,11/16/1999 19:00
15206,North Royalton,,FIREBALL,OH,11/16/1999 19:00
15207,Rockford,,FIREBALL,MI,11/16/1999 19:00
15208,South Lyon,,FIREBALL,MI,11/16/1999 19:00
15209,Sterling Heights,,FIREBALL,MI,11/16/1999 19:00
15210,Toledo,,FIREBALL,OH,11/16/1999 19:00
15211,Two Rivers,,FIREBALL,WI,11/16/1999 19:00
15212,Waterford,,FIREBALL,MI,11/16/1999 19:00
15213,Dayton,,,OH,11/16/1999 19:02
15214,Jackson,GREEN,SPHERE,OH,11/16/1999 19:02
15215,Westerville,ORANGE GREEN BLUE,FIREBALL,OH,11/16/1999 19:02
15216,Kewadin,,CIRCLE,MI,11/16/1999 19:03
15217,Kewadin,,CIRCLE,MI,11/16/1999 19:03
15218,New York City,,VARIOUS,NY,11/16/1999 19:03
15219,Birch Run,,FORMATION,MI,11/16/1999 19:04
15220,Fremont,,OTHER,OH,11/16/1999 19:04
15221,Jeffersonville,,FIREBALL,IN,11/16/1999 19:04
15222,Lebanon,ORANGE,FIREBALL,OH,11/16/1999 19:04
15223,Louisville,GREEN BLUE,VARIOUS,KY,11/16/1999 19:04
15224,Springfield,,FIREBALL,OH,11/16/1999 19:04
15225,West Chester,GREEN,FIREBALL,OH,11/16/1999 19:04
15226,Anna,,LIGHT,OH,11/16/1999 19:05
15227,Baldwin,GREEN,FIREBALL,MI,11/16/1999 19:05
15228,Cincinnati,,LIGHT,OH,11/16/1999 19:05
15229,Cleveland,,FIREBALL,OH,11/16/1999 19:05
15230,Englewood Cliffs,,CIRCLE,NJ,11/16/1999 19:05
15231,Fairborn,,OTHER,OH,11/16/1999 19:05
15232,Fort Wayne,GREEN,FIREBALL,IN,11/16/1999 19:05
15233,Greenville,RED GREEN,CIGAR,IN,11/16/1999 19:05
15234,Hilliard,,FLASH,OH,11/16/1999 19:05
15235,Howell,,FORMATION,MI,11/16/1999 19:05
15236,Hudson,,OTHER,OH,11/16/1999 19:05
15237,Indianapolis,GREEN,LIGHT,IN,11/16/1999 19:05
15238,Kearneysville,,LIGHT,WV,11/16/1999 19:05
15239,Madison,,OTHER,IN,11/16/1999 19:05
15240,Napoleon,,FIREBALL,OH,11/16/1999 19:05
15241,Norwalk,,OTHER,OH,11/16/1999 19:05
15242,Springfield,,FORMATION,OH,11/16/1999 19:05
15243,Terre Haute,,FIREBALL,IN,11/16/1999 19:05
15244,Whitmore Lake,,TEARDROP,MI,11/16/1999 19:05
15245,Parma,GREEN,CIRCLE,OH,11/16/1999 19:06
15246,Sterling Heights,ORANGE YELLOW,FIREBALL,MI,11/16/1999 19:06
15247,Mt. Weather,BLUE,FIREBALL,VA,11/16/1999 19:07
15248,Shrewsbury,,CIRCLE,PA,11/16/1999 19:07
15249,Dearborn Heights,,FIREBALL,MI,11/16/1999 19:08
15250,South Point,,FIREBALL,OH,11/16/1999 19:08
15251,Vicksburg,ORANGE,FIREBALL,MI,11/16/1999 19:08
15252,St. Johns,,OTHER,MI,11/16/1999 19:09
15253,Cleveland,,DISK,OH,11/16/1999 19:10
15254,Columbus,,LIGHT,OH,11/16/1999 19:10
15255,Columbus Grove,,CIRCLE,OH,11/16/1999 19:10
15256,Crestwood,,CIGAR,KY,11/16/1999 19:10
15257,Detroit,,FORMATION,MI,11/16/1999 19:10
15258,Detroit,,FORMATION,MI,11/16/1999 19:10
15259,Holland,,FORMATION,OH,11/16/1999 19:10
15260,Indianapolis,,FIREBALL,IN,11/16/1999 19:10
15261,Joppatowne,,LIGHT,MD,11/16/1999 19:10
15262,Louisville,,FIREBALL,KY,11/16/1999 19:10
15263,Mechanicsburg,,FORMATION,PA,11/16/1999 19:10
15264,Shelby Township,RED ORANGE,CIGAR,MI,11/16/1999 19:10
15265,St. Clair Shores,,FORMATION,MI,11/16/1999 19:10
15266,Strongsville,,FIREBALL,OH,11/16/1999 19:10
15267,Hamilton,,FIREBALL,OH,11/16/1999 19:12
15268,South Lyon,,FIREBALL,MI,11/16/1999 19:12
15269,Chicago,RED,FIREBALL,IL,11/16/1999 19:15
15270,Cincinnati,GREEN,FIREBALL,OH,11/16/1999 19:15
15271,Cleveland,,EGG,OH,11/16/1999 19:15
15272,Swartz Creek,,FORMATION,MI,11/16/1999 19:15
15273,Urbana,RED YELLOW,FORMATION,OH,11/16/1999 19:15
15274,Kent County,,FIREBALL,MI,11/16/1999 19:20
15275,Columbus,,,OH,11/16/1999 19:30
15276,San Manuel,,TRIANGLE,AZ,11/16/1999 19:30
15277,West Virginia,,FIREBALL,WV,11/16/1999 19:30
15278,Duncannon,,SPHERE,PA,11/16/1999 19:35
15279,Lehighton,,LIGHT,PA,11/16/1999 19:40
15280,Flint,,FORMATION,MI,11/16/1999 20:00
15281,Harvey,,FORMATION,LA,11/16/1999 20:00
15282,Ocala,,TRIANGLE,FL,11/16/1999 20:00
15283,Fort Wayne,GREEN,FIREBALL,IN,11/16/1999 20:30
15284,Kelseyville,,LIGHT,CA,11/16/1999 20:35
15285,Alameda,,CHEVRON,CA,11/16/1999 20:50
15286,Rochester Hills,,OTHER,MI,11/16/1999 21:00
15287,Crystal Lake,,FIREBALL,IL,11/16/1999 21:05
15288,Simpsonville,,FIREBALL,KY,11/16/1999 21:30
15289,Smithville,,TEARDROP,TN,11/16/1999 22:15
15290,North Las Vegas,GREEN,OTHER,NV,11/16/1999 22:30
15291,Burlingame,,OTHER,CA,11/16/1999 22:40
15292,Kayenta,,LIGHT,AZ,11/16/1999 23:00
15293,Rocky Mount,,LIGHT,NC,11/16/1999 23:00
15294,Lafayette,,OTHER,CO,11/16/1999 23:03
15295,Columbia,ORANGE,CHEVRON,MO,11/16/1999 23:15
15296,Woodbury,,RECTANGLE,MN,11/16/1999 23:15
15297,Berks County,,LIGHT,PA,11/16/1999 23:30
15298,Oklahoma City,GREEN BLUE,EGG,OK,11/16/1999 23:30
15299,Overland Park,,DIAMOND,KS,11/16/1999 23:30
15300,Seattle,,OTHER,WA,11/17/1999 0:00
15301,Ringgold,RED ORANGE,CIRCLE,GA,11/17/1999 0:30
15302,Lincoln City,,LIGHT,OR,11/17/1999 2:00
15303,San Rafael,ORANGE,TRIANGLE,CA,11/17/1999 2:00
15304,Erie,,SPHERE,PA,11/17/1999 2:35
15305,Sandusky,,SPHERE,OH,11/17/1999 3:00
15306,Casa Grande,,LIGHT,AZ,11/17/1999 5:05
15307,Fort Worth,,CYLINDER,TX,11/17/1999 13:00
15308,Raymond,,TRIANGLE,ME,11/17/1999 14:30
15309,Franklin,,,TN,11/17/1999 16:30
15310,Conway,,TEARDROP,SC,11/17/1999 17:20
15311,Denver,,OTHER,CO,11/17/1999 18:15
15312,Sumrall,,,MS,11/17/1999 21:23
15313,Cliffside Park,,,NJ,11/17/1999 22:00
15314,Ashgrove,ORANGE,LIGHT,MO,11/17/1999 22:15
15315,Tucson,,TRIANGLE,AZ,11/17/1999 23:30
15316,Sumrall,,,MS,11/18/1999 0:18
15317,Braintree,,LIGHT,MA,11/18/1999 0:25
15318,Columbus,,TRIANGLE,OH,11/18/1999 1:00
15319,Houston,,TRIANGLE,TX,11/18/1999 1:20
15320,Columbus,,TRIANGLE,OH,11/18/1999 1:50
15321,Carlsbad,,TRIANGLE,CA,11/18/1999 2:18
15322,Redding,,OTHER,CA,11/18/1999 3:20
15323,Houston,,CIRCLE,TX,11/18/1999 5:00
15324,Houston,BLUE,FORMATION,TX,11/18/1999 5:00
15325,Lake Whitney  - 90 miles south,,LIGHT,TX,11/18/1999 5:45
15326,Arcadia,,LIGHT,LA,11/18/1999 18:00
15327,Cleveland,,DISK,GA,11/18/1999 18:00
15328,Edison,,LIGHT,NJ,11/18/1999 19:15
15329,St. Petersburg,RED,LIGHT,FL,11/18/1999 20:00
15330,San Diego,,LIGHT,CA,11/18/1999 20:30
15331,Denver,,OTHER,CO,11/18/1999 21:10
15332,Ohio,,FORMATION,OH,11/19/1999 2:15
15333,Indio,,TRIANGLE,CA,11/19/1999 3:00
15334,Sherman Oaks,,OTHER,CA,11/19/1999 21:07
15335,Andes,,CYLINDER,NY,11/19/1999 22:00
15336,Anthony,,DISK,KS,11/20/1999 2:00
15337,Midlothian,BLUE,FIREBALL,VA,11/20/1999 5:30
15338,Toledo,,FIREBALL,OH,11/20/1999 14:00
15339,West Carrollton,,DISK,OH,11/20/1999 16:30
15340,Austin,,FORMATION,TX,11/20/1999 21:50
15341,Naples,,VARIOUS,FL,11/20/1999 22:22
15342,Toms River,,OTHER,NJ,11/20/1999 23:30
15343,Bellflower,,FIREBALL,CA,11/20/1999 23:45
15344,Lima,,SPHERE,OH,11/21/1999 1:30
15345,Rickman,,OTHER,TN,11/21/1999 2:10
15346,Norcross,,,GA,11/21/1999 17:03
15347,Auburn,,LIGHT,WA,11/21/1999 18:10
15348,Kalispell,,CIRCLE,MT,11/22/1999 23:00
15349,Bradenton,,FIREBALL,FL,11/22/1999 23:30
15350,Petaluma,,LIGHT,CA,11/23/1999 2:00
15351,Half Moon Bay,,CHEVRON,CA,11/23/1999 11:15
15352,Barbourville,GREEN BLUE,VARIOUS,KY,11/23/1999 16:45
15353,San Francisco,,DISK,CA,11/23/1999 17:20
15354,Kent,RED,LIGHT,WA,11/23/1999 18:00
15355,Belton,RED,OVAL,MO,11/23/1999 18:10
15356,Pekin,,CIGAR,IN,11/23/1999 18:15
15357,Fresno,,DISK,CA,11/23/1999 19:56
15358,Central,,OTHER,OK,11/23/1999 21:00
15359,Casper,,SPHERE,WY,11/23/1999 22:30
15360,Bullhead City,,SPHERE,AZ,11/23/1999 23:55
15361,Anaheim,,FIREBALL,CA,11/24/1999 10:00
15362,Brookfield,RED,LIGHT,MO,11/24/1999 18:00
15363,Tri-Cities,,CIRCLE,WA,11/24/1999 20:05
15364,Wilton,,VARIOUS,MO,11/24/1999 20:15
15365,Sacramento,,CHEVRON,CA,11/24/1999 20:35
15366,Atlanta,,CIRCLE,GA,11/24/1999 21:00
15367,Rocky Mount,YELLOW,CIGAR,NC,11/24/1999 21:00
15368,Spokane,,CIRCLE,WA,11/25/1999 15:00
15369,Angleton,,LIGHT,TX,11/25/1999 18:00
15370,Wappingers Falls,,LIGHT,NY,11/25/1999 21:00
15371,Monrovia,RED,OTHER,CA,11/26/1999 2:00
15372,Redondo Beach,,FORMATION,CA,11/26/1999 17:50
15373,Redondo Beach,BLUE,FORMATION,CA,11/26/1999 17:50
15374,Flagstaff,ORANGE,LIGHT,AZ,11/26/1999 21:30
15375,Weldon,,CROSS,CA,11/27/1999 4:30
15376,Seward,ORANGE,CIRCLE,AK,11/27/1999 11:00
15377,Urbana,,VARIOUS,IL,11/27/1999 16:00
15378,Colleyville,RED GREEN,LIGHT,TX,11/27/1999 19:15
15379,Dover,,DISK,AR,11/27/1999 19:30
15380,San Diego,,LIGHT,CA,11/27/1999 20:00
15381,Bardstown,,FIREBALL,KY,11/27/1999 20:15
15382,Watkinsville,,VARIOUS,GA,11/27/1999 21:00
15383,Liberty,,CIRCLE,NY,11/27/1999 21:23
15384,Purchase,,CIRCLE,NY,11/27/1999 21:30
15385,Dallas,,TRIANGLE,PA,11/27/1999 23:30
15386,Dubois,,FIREBALL,PA,11/28/1999 0:00
15387,North Miami,RED GREEN,OTHER,FL,11/28/1999 0:20
15388,Romeo,,CIGAR,MI,11/28/1999 8:00
15389,Rachel,,SPHERE,NV,11/28/1999 20:00
15390,Greensburg,YELLOW GREEN,FIREBALL,IN,11/28/1999 20:30
15391,Pittsburgh,,FIREBALL,PA,11/28/1999 20:45
15392,Birch Run,,SPHERE,MI,11/28/1999 20:53
15393,San Antonio,,,TX,11/28/1999 21:30
15394,Green Valley,,LIGHT,CA,11/29/1999 17:00
15395,San Diego,GREEN,SPHERE,CA,11/29/1999 20:30
15396,Phoenix,,FIREBALL,AZ,11/29/1999 21:15
15397,Cerritos,,DISK,CA,11/29/1999 22:15
15398,Fulton,,CIRCLE,MO,11/29/1999 22:40
15399,Lancaster,,TRIANGLE,CA,11/30/1999 0:00
15400,New Holland,RED GREEN,DISK,OH,11/30/1999 0:30
15401,Jackson,GREEN,FIREBALL,MI,11/30/1999 1:45
15402,Iowa City,,SPHERE,IA,11/30/1999 5:40
15403,Deerfield Beach,,CIRCLE,FL,11/30/1999 7:00
15404,Cucamonga,,,CA,11/30/1999 15:39
15405,Bloomington,,LIGHT,IL,11/30/1999 18:00
15406,Ft. Scott,,CIRCLE,KS,11/30/1999 18:45
15407,Palm Springs,,OVAL,CA,11/30/1999 18:45
15408,Ephrata,,,WA,11/30/1999 19:00
15409,Blue Springs,,FIREBALL,MO,11/30/1999 20:45
15410,Cumming,,CIRCLE,GA,11/30/1999 22:00
15411,Pasadena,,FLASH,TX,12/1/1999 4:50
15412,Ceder Lake,RED,LIGHT,IN,12/1/1999 6:00
15413,Chanute,,VARIOUS,KS,12/1/1999 16:00
15414,Grandview,,FORMATION,WA,12/1/1999 20:00
15415,Columbia,,TRIANGLE,MO,12/1/1999 21:45
15416,Columbia,,TRIANGLE,MO,12/1/1999 21:55
15417,Madison,,FORMATION,WI,12/1/1999 22:00
15418,Kennesaw,,LIGHT,GA,12/1/1999 23:00
15419,Reidsville,,DISK,NC,12/1/1999 23:00
15420,San Bernadino,,,CA,12/1/1999 23:00
15421,Fairborn,,,OH,12/2/1999 2:00
15422,Seattle,,LIGHT,WA,12/2/1999 17:10
15423,McLean,RED BLUE,,VA,12/2/1999 19:30
15424,Kent,,CIRCLE,WA,12/2/1999 21:00
15425,Warm Springs,,SPHERE,NV,12/3/1999 0:08
15426,Rochester,,,NY,12/3/1999 2:15
15427,Saddle Mountains,,,WA,12/3/1999 16:00
15428,Santa Clarita,,CIRCLE,CA,12/3/1999 16:50
