city,country,2017,2018,2019,2020,2021,2022,2023
Hillsdale,USA,0,0,0,0,4.9,4.3,4.3
Hilo,USA,8.1,6.0,3.7,3.5,3.2,1.7,1.7
Hiram,USA,0,0,0,0,14.0,12.9,12.9
Hobart,USA,0,0,0,0,6.5,9.3,7.7
Hobbs,USA,0,7.6,7.9,6.4,6.4,5.2,5.3
Hoboken,USA,0,0,11.6,10.3,11.8,9.9,9.6
Hockessin,USA,0,0,0,10.8,12.0,10.2,10.1
Holden,USA,0,0,0,0,8.1,5.6,5.5
Holdenville,USA,0,0,0,0,11.6,8.7,8.7
Holladay,USA,0,0,6.3,7.6,9.5,7.1,7.1
Holland,USA,0,0,0,0,7.3,8.7,8.5
Hollister,USA,5.6,7.3,5.6,9.9,7.4,6.4,6.4
Holly Springs,USA,0,0,0,0,0,11.2,11.2
Hollywood,USA,0,0,0,0,15.0,9.9,9.9
Holtsville,USA,6.5,7.0,6.4,6.3,6.6,5.7,5.8
Holtville,USA,0,0,0,0,7.7,7.1,7.0
Holualoa,USA,0,0,0,0,8.1,6.0,6.0
Homer,USA,0,0,0,0,3.2,2.4,2.3
Homestead,USA,0,8.8,8.1,8.3,10.85,8.75,8.75
Homewood,USA,0,0,0,0,27.6,6.8,6.8
Honaunau-Napoopoo,USA,0,0,3.5,0,5.0,6.7,6.7
Honey Creek,USA,0,0,0,0,0,10.5,8.9
Honeydew,USA,0,0,0,0,0,4.4,4.4
Honoka'a,USA,0,0,0,0,0,1.6,1.6
Honolulu,USA,4.0,3.9,3.6,3.8,3.9,4.0,4.0
Hood River,USA,0,0,9.8,14.6,7.7,8.7,8.7
Hoodsport,USA,0,0,0,0,0,6.4,6.3
Hoopa,USA,0,0,0,0,15.2,11.0,11.0
Hooper,USA,0,0,0,10.3,12.1,8.4,7.9
Hoover,USA,0,0,0,0,13.1,11.7,11.1
Hope Mills,USA,0,0,12.2,0,11.1,11.2,11.5
Hopkinsville,USA,0,0,0,0,10.5,9.2,9.2
Hopland,USA,0,0,0,0,0,4.5,4.5
Hoquiam,USA,0,0,0,0,4.6,6.8,7.0
Horicon,USA,6.0,7.7,8.1,7.7,8.4,7.4,7.4
Hornitos,USA,0,0,0,0,0,7.7,7.2
Hot Ekurhuleni,USA,0,0,0,0,7.4,5.2,5.1
Hot Sulphur Springs,USA,0,0,0,0,0,6.8,8.1
Hotchkiss,USA,0,0,3.6,7.2,7.5,3.8,3.7
Houston,USA,9.0,9.7,10.8,10.4,11.1,9.3,9.1
Howell Township,USA,0,0,0,0,0,9.3,9.2
Hudson,USA,0,0,0,0,9.7,8.7,8.7
Hudsonville,USA,0,0,0,0,9.9,9.0,9.0
Hughson,USA,0,0,0,0,15.7,17.0,17.1
Huntersville,USA,0,0,0,10.4,10.6,7.9,7.9
Huntingburg,USA,0,0,0,0,10.5,8.8,8.4
Huntington,USA,0,0,0,11.8,12.866.666.666.666.600,12.833.333.333.333.300,12.933.333.333.333.300
Huntington Beach,USA,0,0,0,0,13.4,10.1,10.1
Huntington Park,USA,0,0,15.4,17.7,14.1,11.4,11.4
Huntsville,USA,9.4,9.4,7.1,7.85,9.899.999.999.999.990,6.85,6.85
Huron,USA,10.3,10.3,5.8,8.7,10.0,7.8,7.8
Hurricane,USA,5.2,6.3,4.0,5.3,5.5,3.3,3.3
Hutchinson,USA,0,0,0,0,12.0,8.5,8.5
Hyattsville,USA,0,0,0,0,11.2,10.1,11.0
Hyde Park,USA,0,0,6.8,6.7,6.3,2.4,2.4
Hydesville,USA,0,0,0,0,8.3,7.7,8.3
Idaho City,USA,10.7,10.6,9.0,11.3,10.0,7.9,7.8
Idaho Falls,USA,7.5,8.1,7.2,7.1,8.3,6.2,6.2
Idyllwild-Pine Cove,USA,0,0,0,0,6.1,4.2,4.2
Ignacio,USA,0,0,0,0,5.3,3.9,3.9
Igo,USA,0,0,5.8,17.4,27.2,6.0,5.7
Imperial,USA,0,0,0,0,6.8,7.5,7.6
Imperial Beach,USA,0,0,0,0,13.4,10.7,9.5
Inchelium,USA,0,0,0,0,30.7,8.5,10.7
Incline Village,USA,0,0,0,12.1,18.5,5.8,5.9
Index,USA,0,0,0,0,0,12.7,13.3
Indian Creek,USA,0,0,0,0,0,1.0,1.0
Indian Hills,USA,0,0,0,0,11.5,3.4,3.4
Indianapolis,USA,9.9,10.1,13.4,11.8,12.4,11.3,11.3
Indianola,USA,0,0,0,0,5.3,3.3,2.8
Indio,USA,0,0,0,11.9,8.3,8.6,8.5
Inglewood,USA,0,0,0,0,15.0,12.2,12.2
Interior,USA,0,0,0,6.7,6.5,4.2,4.1
Inverness,USA,0,0,0,0,6.2,5.2,5.2
Inyokern,USA,0,0,0,0,12.1,3.0,3.2
Ione,USA,0,0,0,0,15.2,8.2,8.2
Iowa City,USA,8.2,8.6,9.6,9.7,11.0,9.2,9.2
Irrigon,USA,0,0,0,0,13.7,11.2,11.3
Irvine,USA,0,0,9.8,12.4,10.9,8.4,8.3
Isla Vista,USA,0,0,0,0,9.4,5.4,5.4
Isleton,USA,0,0,0,0,0,12.0,11.8
Issaquah,USA,0,0,4.8,6.8,4.7,7.6,7.6
Ithaca,USA,0,0,7.9,7.5,8.5,6.2,6.2
Ivins,USA,0,0,0,0,7.7,1.9,1.8
Jackson,USA,9.3,9.6,6.533.333.333.333.330,10.633.333.333.333.300,10.65,76.000.000.000.000.000,7.625.000.000.000.000
Jacksonville,USA,5.2,7.2,9.15,12.95,11.666.666.666.666.600,9.7,9.633.333.333.333.330
Jamaica Beach,USA,0,0,0,0,8.8,8.7,8.9
Jamestown,USA,0,0,6.3,19.8,12.8,8.2,8.1
Jasper,USA,0,0,0,0,10.2,8.4,8.4
Jean,USA,5.1,4.3,4.1,5.4,5.0,6.9,6.4
Jeffersontown,USA,0,0,0,0,5.5,1.0,1.0
Jeffersonville,USA,0,0,0,0,11.2,10.3,10.3
Jemez Springs,USA,0,0,0,0,0,2.0,2.0
Jenner,USA,0,0,0,0,0,4.4,4.3
Jenning's Lodge,USA,0,0,0,0,0,10.8,9.9
Jennings,USA,0,0,0,0,0,10.0,10.2
Jensen,USA,0,0,0,0,0,4.0,4.2
Jersey City,USA,10.5,10.8,9.5,0,9.7,9.6,9.6
Jersey Shore,USA,0,0,0,0,9.4,7.3,7.2
Jerseyville,USA,0,0,8.5,7.5,8.4,8.0,8.0
Jerusalem,USA,0,0,0,0,0,11.0,11.0
John Day,USA,11.1,10.6,8.9,10.8,8.8,7.6,7.9
Johnson Lake,USA,0,0,0,0,0,5.5,5.5
Johnson Lane,USA,0,0,0,0,22.3,6.9,6.9
Johnstown,USA,0,0,9.2,8.5,9.8,10.1,10.2
Johnsville,USA,0,0,0,0,0,6.4,6.2
Joliet,USA,0,9.9,10.3,9.8,12.0,10.5,10.5
Junction City,USA,0,0,6.3,13.7,5.3,6.9,6.6
June Lake,USA,0,0,0,0,12.2,3.4,3.4
Juneau,USA,7.1,7.0,7.4,0,4.5,2.9,2.9
Juno Beach,USA,0,0,0,0,0,2.3,2.1
Jupiter,USA,0,0,4.8,0,6.9,6.2,6.2
Justin,USA,0,0,0,0,11.4,7.4,7.4
Kahaluu-Keauhou,USA,0,0,0,0,5.6,3.4,3.3
Kahlotus,USA,0,0,0,0,13.7,9.7,9.6
Kahului,USA,4.8,3.7,4.3,4.5,4.5,4.4,4.4
Kailua-Kona,USA,0,11.1,1.9,2.6,5.2,5.5,5.5
Kalamazoo,USA,8.1,8.0,7.6,8.3,12.0,8.9,9.0
Kalispell,USA,0,0,9.1,10.3,12.2,11.8,11.7
Kamas,USA,0,0,3.9,6.3,8.4,4.0,4.0
Kamiah,USA,10.9,8.5,7.5,9.0,13.2,11.9,12.0
Kansas City,USA,9.3,09.05,8.65,9.0,10.75,10.3,10.25
Kapaau,USA,0,0,0,0,0,2.8,2.8
Kapolei,USA,4.7,3.5,3.2,4.3,3.4,3.0,3.0
Karnack,USA,8.2,8.1,7.8,7.7,9.3,9.6,9.4
Kaufman,USA,8.1,7.5,8.0,8.1,7.5,7.4,7.4
Kayenta,USA,0,0,0,0,5.5,2.2,2.2
Kaysville,USA,0,0,6.2,8.8,10.9,7.4,7.4
Kealakekua,USA,9.7,10.5,3.4,0,4.4,4.3,4.3
Kearney,USA,7.3,6.5,6.6,6.2,6.6,5.7,5.7
Kearneysville,USA,0,0,13.4,11.0,13.1,11.3,11.3
Kearns,USA,0,0,0,0,11.6,8.5,8.6
Keeler,USA,8.1,7.1,4.7,9.4,9.7,4.1,4.1
Keene,USA,5.9,6.1,8.3,8.5,8.8,7.7,7.6
Keeseville,USA,0,0,0,0,7.6,5.2,5.2
Keizer,USA,0,0,9.9,15.2,8.0,10.2,10.2
Kekaha,USA,0,0,0,0,3.9,2.0,1.9
Keller,USA,0,0,10.9,9.0,9.4,8.2,8.2
Kelly,USA,0,0,0,0,1.6,3.9,3.5
Kelseyville,USA,0,0,5.3,13.6,8.1,4.5,4.5
Kenmare,USA,5.6,4.8,4.6,5.2,8.2,6.4,6.4
Kenmore,USA,0,0,0,0,6.2,10.7,10.7
Kenner,USA,7.9,9.6,8.6,7.7,8.5,9.1,9.1
Kennewick,USA,11.7,8.2,6.5,9.0,9.1,8.5,8.5
Kensington,USA,0,0,6.7,9.7,10.1,9.2,9.2
Kent,USA,7.9,7.3,6.6,9.4,7.4,11.3,11.3
Kentfield,USA,0,0,6.0,10.9,7.1,6.0,6.0
Kenwood,USA,0,0,6.1,12.2,7.6,5.6,5.6
Keosauqua,USA,8.4,7.5,7.2,7.5,9.1,8.9,8.9
Kernville,USA,0,0,9.3,20.2,20.4,4.8,4.8
Ketchikan,USA,0,0,0,0,11.1,10.6,10.2
Ketchum,USA,6.3,5.0,4.3,6.3,10.1,5.8,5.8
Kettle Falls,USA,0,0,7.6,11.2,17.9,14.6,13.7
Keystone,USA,0,0,0,0,8.5,2.7,2.7
Kihei,USA,4.8,4.7,5.3,4.2,3.9,1.8,1.8
Kimberly,USA,0,0,0,0,12.6,7.6,7.7
King City,USA,0,0,0,0,6.6,5.6,5.6
King George,USA,0,0,0,0,11.2,9.7,9.7
Kings Beach,USA,0,0,0,0,26.1,6.3,6.4
Kingsbury,USA,0,0,0,0,22.0,6.0,6.0
Kingsport,USA,7.7,7.2,7.5,6.1,9.7,5.1,5.1
Kingston,USA,0,0,5.9,7.0,5.8,7.3,7.2
Kirkland,USA,0,0,6.8,8.4,5.5,8.5,8.5
Kirkwood,USA,0,0,0,0,0,5.2,5.1
Kittanning,USA,0,0,8.0,8.2,9.4,9.3,9.3
Kittery,USA,0,0,0,0,12.1,10.4,10.3
Klamath Falls,USA,13.2,18.9,9.1,16.5,21.6,7.7,7.7
Klickitat,USA,0,0,0,0,7.6,7.4,7.4
Kneeland,USA,0,0,0,0,0,3.4,3.3
Knik-Fairview,USA,0,0,0,0,0,2.9,2.8
Knoxville,USA,9.9,8.8,10.2,9.5,12.2,9.4,9.4
Koloa,USA,0,0,0,0,2.8,1.6,1.6
Koreatown,USA,0,0,0,0,16.2,10.5,10.5
Kremmling,USA,0,0,0,0,15.2,12.0,12.2
Kukio,USA,0,0,0,0,0,2.4,2.4
La Canada,USA,0,0,0,0,0,9.6,9.4
La Canada Flintridge,USA,0,0,12.3,15.5,12.8,10.1,10.0
La Center,USA,0,0,0,0,5.9,8.2,8.1
La Crescenta-Montrose,USA,0,0,0,0,11.2,8.4,8.3
La Crosse,USA,6.8,7.7,7.9,7.7,8.0,7.4,7.4
La Grande,USA,0,8.5,5.6,7.8,6.1,8.7,8.5
La Grange,USA,0,0,8.0,20.7,12.8,7.666.666.666.666.660,7.633.333.333.333.330
La Habra,USA,0,0,0,0,18.2,13.3,13.2
La Habra Heights,USA,0,0,0,0,14.2,10.4,10.3
La Honda,USA,0,0,4.6,12.9,5.5,3.6,3.6
La Jolla,USA,0,0,0,0,12.8,10.3,10.2
La Mirada,USA,0,16.0,13.5,13.4,13.5,12.0,12.0
La Pine,USA,0,0,0,0,10.1,15.7,15.6
La Plata,USA,0,0,0,0,12.0,10.6,10.4
La Porte,USA,0,0,0,0,11.899.999.999.999.900,10.350.000.000.000.000,10.350.000.000.000.000
La Quinta,USA,0,0,7.3,8.5,7.7,5.0,5.0
La Sal,USA,0,0,0,0,0,1.1,1.0
La Selva Beach,USA,0,0,0,0,8.4,8.4,8.4
La Verne,USA,0,0,0,0,15.1,10.4,10.4
LaCrosse,USA,6.4,5.7,4.5,0,5.0,5.4,5.4
LaPlace,USA,0,0,9.6,8.0,7.3,4.7,4.1
Lacey,USA,6.5,6.4,6.6,7.8,5.8,9.3,9.3
Laconia,USA,0,0,0,5.5,5.7,5.7,5.6
Ladera Heights,USA,0,0,0,0,12.7,9.6,9.6
Lafayette,USA,9.0,8.3,7.65,11.6,10.5,6.633.333.333.333.330,6.633.333.333.333.330
Lago Vista,USA,0,0,0,0,9.7,7.2,7.0
Laguna Beach,USA,0,0,0,0,13.0,8.3,8.3
Laguna Niguel,USA,0,0,0,0,11.2,6.8,6.7
Lagunitas-Forest Knolls,USA,0,0,6.2,0,7.5,9.9,10.0
Lake Almanor,USA,0,0,0,0,0,5.8,5.6
Lake Arrowhead,USA,0,0,7.6,9.4,7.2,4.9,4.9
Lake Charles,USA,0,0,0,9.1,11.6,10.2,10.3
Lake City,USA,9.2,8.5,9.0,9.3,11.2,8.45,8.55
Lake Dallas,USA,0,0,0,0,12.2,7.8,7.9
Lake Elsinore,USA,11.4,7.6,6.1,8.2,7.5,6.5,6.5
Lake Forest,USA,0,0,0,0,11.6,8.95,8.95
Lake Forest Park,USA,0,0,0,0,5.7,9.3,9.3
Lake Mary,USA,0,0,7.0,7.3,7.6,7.4,7.4
Lake Oswego,USA,0,0,7.4,11.7,7.1,9.7,9.7
Lake Placid,USA,0,0,0,0,8.0,4.5,4.3
Lake Point,USA,0,0,0,0,0,7.8,7.8
Lake San Marcos,USA,0,0,0,0,0,10.4,11.3
Lake Shore,USA,0,0,0,0,7.8,11.3,11.3
Lake Stevens,USA,0,0,5.7,8.8,5.2,9.6,8.9
Lake Wildwood,USA,0,0,0,0,15.5,9.3,8.7
Lakehead-Lakeshore,USA,0,0,7.6,14.2,22.7,6.8,6.8
Lakeland,USA,0,0,7.6,8.4,8.4,7.8,7.7
Lakeport,USA,0,0,4.6,12.2,7.7,4.0,4.0
Lakeside,USA,0,0,0,0,0,8.35,8.45
Lakeview,USA,9.0,11.3,8.7,10.85,9.8,6.8,6.800.000.000.000.000
Lakeville,USA,6.5,7.4,8.2,7.9,9.7,6.4,6.3
Lakewood,USA,0,0,0,15.8,10.566.666.666.666.600,8.533.333.333.333.330,8.533.333.333.333.330
Lambert,USA,0,6.7,5.6,4.6,6.5,5.6,5.6
Lancaster,USA,10.0,7.75,7.8,8.9,10.0,7.56,75.200.000.000.000.000
Landover,USA,0,0,0,0,0,12.4,12.4
Langley,USA,0,0,0,0,6.1,7.3,7.3
Lansing,USA,7.5,7.3,7.5,7.9,10.05,9.15,9.15
Lapoint,USA,0,0,5.6,10.0,11.1,2.4,3.1
Lapwai,USA,0,0,0,7.8,11.2,11.7,11.7
Laramie,USA,0,0,4.2,0,8.5,2.8,2.8
Laredo,USA,9.4,9.7,10.8,0,10.1,9.8,9.9
Largo,USA,0,0,0,0,10.7,7.25,7.25
Larkspur,USA,0,0,0,0,7.0,5.4,5.4
Larwill,USA,8.7,7.9,8.6,0,9.8,9.1,9.0
Las Cruces,USA,0,4.8,4.5,6.0,5.5,3.7,3.7
Las Vegas,USA,7.5,7.2,8.2,9.3,8.8,5.4,5.2
Laughlintown,USA,0,0,0,0,0,9.6,9.6
Lawndale,USA,0,0,13.2,15.8,14.6,12.3,12.5
Lawrence,USA,0,0,0,0,12.100.000.000.000.000,8.866.666.666.666.660,8.899.999.999.999.990
Lawrenceville,USA,0,0,0,8.4,9.9,8.5,8.7
Lawton,USA,7.1,7.1,8.6,8.2,8.7,7.3,7.3
Layton,USA,0,0,5.8,7.4,9.7,6.6,6.6
Laytonville,USA,0,0,9.3,18.1,12.4,8.6,8.6
Leadville,USA,0,0,0,6.9,8.1,2.5,2.5
League City,USA,0,0,11.5,9.7,7.5,6.7,6.7
Leander,USA,0,0,10.2,9.1,10.3,8.6,8.6
Leavenworth,USA,8.4,9.3,7.0,0,7.9,12.200.000.000.000.000,12.200.000.000.000.000
Lebanon,USA,10.8,8.9,9.525.000.000.000.000,08.05,9.3,8.425,8.4
Lebec,USA,8.6,8.4,5.6,10.6,7.9,5.1,5.0
Lee Vining,USA,0,0,3.6,14.0,8.9,3.8,3.8
Lee's Summit,USA,0,0,0,0,12.6,9.9,10.2
Leesburg,USA,0,0,0,0,11.4,9.2,9.2
Leesville,USA,0,0,0,0,12.5,11.1,11.1
Leggett,USA,0,0,4.9,11.6,7.6,1.5,1.5
Lehi,USA,0,0,6.1,7.8,9.3,6.8,6.8
Lehigh Acres,USA,0,0,0,0,8.9,8.1,6.8
Leland,USA,0,0,0,0,7.2,5.5,5.4
Leland Grove,USA,0,0,0,0,0,9.4,9.4
Lemannville,USA,0,0,0,0,0,10.7,10.9
Lemon Grove,USA,0,0,0,0,13.8,10.4,10.4
Lenapah,USA,0,0,0,0,0,11.6,11.5
Leonardtown,USA,0,0,0,0,11.6,8.8,8.8
Leopold,USA,0,0,0,0,0,8.5,8.2
Lewes,USA,0,0,0,0,10.9,9.0,9.0
Lewis Center,USA,0,0,12.6,11.0,13.0,9.6,9.6
Lewiston,USA,9.9,6.800.000.000.000.000,6.6,08.05,16.4,11.033.333.333.333.300,10.933.333.333.333.300
Lewistown,USA,7.5,6.1,4.7,6.2,7.5,5.3,5.2
Lewisville,USA,0,0,0,0,12.7,11.8,11.8
Lexington,USA,7.6,9.7,9.25,9.033.333.333.333.330,10.4,8.4,8.375
Lexington Hills,USA,0,0,0,0,6.5,2.9,2.9
Lexington Park,USA,0,0,0,0,10.4,9.0,9.0
Libby,USA,15.1,14.9,12.2,14.7,15.1,11.8,11.7
Liberty,USA,0,0,0,0,0,3.9,3.9
Ligonier,USA,0,0,10.5,9.4,11.2,9.5,9.5
Lillington,USA,0,0,0,0,0,8.6,8.5
Lincoln,USA,11.4,7.5,8.0,10.0,10.3,7.65,7.65
Lincoln Beach,USA,0,0,0,0,10.1,8.7,8.3
Lindon,USA,7.4,6.7,6.0,8.0,9.1,6.1,6.1
Little Cottonwood Creek Valley,USA,0,0,0,0,0,4.6,4.6
Little Creek,USA,0,0,0,0,0,9.8,9.6
Little Elm,USA,0,0,0,0,0,8.6,8.4
Little Rock,USA,9.6,9.4,9.1,9.1,10.9,9.3,9.2
Littlerock,USA,0,0,6.3,11.2,6.8,4.9,4.9
Littleton,USA,7.9,7.5,6.2,7.0,7.9,3.4,3.4
Live Oak,USA,0,0,0,0,8.9,7.2,6.4
Livermore,USA,8.9,11.4,6.7,11.5,9.55,5.1,5.0
Livingston,USA,0,0,0,0,12.0,4.7,4.7
Livonia,USA,0,0,0,0,13.2,8.4,8.5
Loch Lomond,USA,0,0,0,0,0,3.0,2.9
Lockport,USA,0,0,0,0,7.9,9.1,9.1
Lockwood,USA,0,0,0,0,0,4.1,4.1
Lodi,USA,0,0,9.0,18.1,13.5,10.3,10.3
Logan,USA,0,0,5.0,0,12.1,9.4,9.5
Lolo,USA,0,0,0,0,21.1,5.5,5.5
Loma Linda,USA,0,0,0,0,14.1,9.8,9.7
Lomita,USA,0,0,0,0,8.5,9.0,9.1
Lompoc,USA,8.1,6.8,5.9,8.5,6.8,5.2,5.2
Londonderry,USA,5.1,5.3,5.1,6.1,6.5,5.7,5.7
Lone Pine,USA,8.1,7.3,5.5,0,10.6,3.7,3.7
Long Barn,USA,0,0,0,0,0,7.8,7.5
Long Beach,USA,14.6,13.5,12.3,15.1,14.1,12.5,12.5
Longmont,USA,0,0,7.8,9.7,10.3,5.4,5.4
Longview,USA,8.4,6.8,9.75,12.2,8.649.999.999.999.990,8.899.999.999.999.990,8.95
Loomis,USA,0,0,7.6,18.3,13.7,8.5,8.6
Lopez Island,USA,0,0,0,0,0,4.8,5.1
Loretto,USA,0,0,0,7.3,11.4,8.9,8.9
Los Alamos,USA,0,0,4.5,6.7,6.6,3.1,3.1
Los Altos,USA,0,0,6.4,10.0,7.3,6.4,6.4
Los Altos Hills,USA,0,0,0,0,7.3,6.4,6.3
Los Angeles,USA,16.1,14.4,12.7,14.6,13.7,10.5,10.5
Los Banos,USA,0,0,6.3,16.4,11.8,3.4,3.5
Los Gatos,USA,0,0,3.9,8.4,6.8,5.4,5.4
Los Molinos,USA,0,0,0,0,15.1,8.4,8.9
Los Olivos,USA,0,0,0,0,7.7,4.7,4.7
Los Osos,USA,0,0,0,0,5.6,6.6,6.6
Los Ranchos de Albuquerque,USA,0,0,0,0,7.9,5.2,5.3
Lost Hills,USA,0,0,0,0,11.7,9.4,9.8
Lost River,USA,0,0,0,0,0,8.8,8.0
Lotus,USA,0,0,0,0,0,11.5,11.6
Loudon,USA,0,6.4,7.4,6.4,7.4,6.5,6.5
Louisville,USA,8.8,9.4,9.7,9.1,10.8,5.9,5.9
Loveland,USA,0,0,0,0,11.2,6.0,6.0
Lowell,USA,0,0,7.2,6.5,8.1,15.9,15.4
Lower Lake,USA,0,0,6.6,13.6,9.6,3.9,4.0
Loyalton,USA,0,0,0,0,22.6,11.4,11.5
Loyola,USA,0,0,0,0,7.7,7.1,7.1
Loysville,USA,0,0,0,0,0,15.0,14.5
Lubbock,USA,0,6.9,9.0,6.4,7.5,7.0,7.0
Lubec,USA,0,0,0,0,0,3.7,3.6
Lucas Valley-Marinwood,USA,0,0,0,0,7.5,5.9,5.9
Lucerne,USA,0,0,5.1,13.9,9.0,4.1,5.0
Lucerne Valley,USA,0,0,4.5,7.5,5.6,3.1,3.1
Lummi Island,USA,0,0,0,0,0,7.0,7.0
Lutsen,USA,0,0,0,0,0,4.1,4.1
Lynchburg,USA,0,0,0,0,12.0,9.7,9.7
Lynden,USA,0,0,8.5,8.2,7.4,10.2,10.5
Lynn,USA,6.1,7.0,6.6,6.0,6.8,7.4,7.4
Lynwood,USA,0,0,0,0,9.3,12.5,12.6
Lyons,USA,0,0,0,10.8,7.800.000.000.000.000,5.2,5.2
Mabank,USA,0,0,0,0,8.7,11.1,11.2
Macdoel,USA,0,0,0,0,0,5.8,5.8
Macon,USA,0,0,0,0,0,8.2,8.2
Madawaska,USA,7.0,7.8,6.3,5.7,12.8,14.8,14.9
Madera,USA,0,0,9.7,17.3,14.7,11.9,12.0
Madison,USA,7.5,8.7,10.9,9.55,11.6,9.5,9.5
Madisonville,USA,7.0,6.9,7.3,6.8,6.7,7.1,8.1
Madras,USA,0,0,7.6,13.3,6.9,6.0,6.0
Magalia,USA,0,0,5.5,18.5,16.2,8.3,8.3
Magna,USA,0,0,9.0,0,11.7,7.4,7.5
Malibu,USA,0,0,10.6,11.7,10.3,8.1,8.0
Malin,USA,0,0,0,0,34.5,8.0,8.0
Malta,USA,7.0,6.3,5.1,7.5,7.1,5.4,5.3
Malvern,USA,0,0,0,0,11.4,8.4,8.2
Mammoth Lakes,USA,0,0,0,25.6,11.7,4.2,4.2
Manchester,USA,0,0,6.5,7.8,6.5,6.45,63.500.000.000.000.000
Manhattan,USA,0,0,0,0,8.7,5.7,5.4
Manhattan Beach,USA,0,0,12.0,14.8,12.7,11.1,11.0
Manitou Springs,USA,0,0,0,0,0,4.3,4.3
Manitowoc,USA,0,0,0,0,15.2,13.1,13.2
Mankato,USA,0,0,0,0,12.7,9.3,9.6
Mansfield,USA,0,0,0,0,14.5,10.600.000.000.000.000,11.35
Manson,USA,0,0,0,0,15.1,10.8,10.8
Manteca,USA,0,0,0,13.5,13.1,11.1,11.2
Manzanar,USA,0,0,0,0,0,2.0,2.0
Manzanita,USA,0,0,0,0,8.6,7.9,7.9
Maple Falls,USA,0,0,8.7,0,11.0,18.0,18.0
Maple Grove,USA,0,0,0,0,12.8,7.6,7.7
Maple Valley,USA,0,0,0,0,5.5,8.1,8.0
Mapleton,USA,0,0,4.5,7.2,9.6,5.0,5.1
Marana,USA,0,0,0,0,4.3,2.6,2.6
Marcus Hook,USA,8.8,11.0,8.2,8.5,9.5,8.8,8.8
Marengo,USA,0,0,0,0,11.4,10.7,10.9
Maricopa,USA,0,0,0,6.6,5.1,4.4,4.4
Marietta,USA,0,0,0,0,13.8,11.6,11.55
Marina,USA,0,0,0,0,7.0,6.2,6.2
Marina del Rey,USA,0,0,0,0,16.0,9.1,9.1
Marion,USA,9.4,8.7,8.5,8.2,8.7,8.9,8.8
Mariposa,USA,0,0,6.6,23.2,12.6,6.8,6.8
Markleeville,USA,0,0,5.3,12.3,4.0,6.35,6.35
Marrero,USA,0,0,10.1,9.1,10.0,9.2,9.2
Marshall,USA,5.5,6.1,6.1,5.6,6.9,06.05,6.1
Martin City,USA,0,0,0,0,0,9.2,9.2
Martinez,USA,0,6.2,5.1,0,9.0,7.5,7.5
Maryhill,USA,0,0,0,0,7.7,7.9,7.8
Marysville,USA,8.3,8.2,8.9,9.2,10.85,9.5,9.5
Maryville,USA,8.3,7.5,7.3,6.6,7.8,7.0,7.0
Matawan,USA,0,0,0,0,0,9.4,9.4
Mather,USA,0,0,0,0,0,10.2,9.7
Matthews,USA,0,0,12.1,9.7,14.0,7.4,7.2
Mauck,USA,0,0,0,0,0,6.2,6.2
Maupin,USA,0,0,0,0,0,6.7,7.1
Mayfield,USA,0,0,0,0,0,6.0,6.0
Maywood,USA,0,0,16.5,17.5,15.7,11.6,11.5
Mazama,USA,0,0,0,0,0,8.9,8.8
McAlester,USA,8.3,8.9,8.6,8.5,10.2,9.9,10.0
McAllen,USA,0,0,0,0,13.6,11.1,11.1
McCall,USA,11.0,7.8,7.4,10.3,12.9,9.1,9.1
McCalla,USA,9.3,9.4,9.7,8.5,8.8,8.3,8.3
McCloud,USA,0,0,16.0,22.7,23.2,8.5,8.6
McDonald,USA,0,0,0,0,12.6,10.0,10.0
McDonough,USA,8.4,7.2,8.1,7.0,7.7,7.0,7.0
McGregor,USA,0,0,0,0,11.5,4.9,5.0
McKeesport,USA,11.2,10.0,13.3,11.2,13.4,10.9,10.9
McKinleyville,USA,0,0,6.5,9.0,5.6,5.5,5.4
McLean,USA,0,0,0,0,13.0,12.1,11.7
McLeansboro,USA,0,9.1,8.5,8.7,9.4,8.2,8.2
McMinnville,USA,0,0,0,0,5.3,7.4,7.4
Mead,USA,0,0,0,0,9.4,8.5,8.4
Meadow Vista,USA,0,0,7.2,17.0,13.1,8.9,9.0
Mecca,USA,0,0,0,0,8.0,5.5,5.5
Mechanicsburg,USA,0,0,0,0,12.7,8.6,8.5
Mechanicsville,USA,0,0,12.5,9.8,11.149.999.999.999.900,9.35,9.399.999.999.999.990
Medford,USA,15.0,14.3,7.699.999.999.999.990,10.5,11.799.999.999.999.900,7.6,7.6
Medical Lake,USA,0,0,0,0,15.5,13.9,12.6
Medina,USA,8.3,7.9,8.6,6.4,9.0,12.9,12.9
Medora,USA,0,0,0,0,6.3,6.1,6.0
Meeker,USA,0,0,0,0,10.7,3.5,3.5
Melbourne,USA,8.1,7.2,7.0,8.0,8.2,7.5,7.5
Memphis,USA,7.9,8.1,8.2,8.1,9.0,8.6,8.6
Mendocino,USA,0,0,0,0,5.4,5.5,5.5
Menlo Park,USA,0,0,7.1,10.9,7.6,6.8,6.8
Menomonie,USA,0,0,0,0,12.3,9.7,9.8
Merced,USA,13.4,15.3,9.8,16.9,13.9,12.0,12.0
Mercer Island,USA,0,0,0,0,6.3,9.8,9.8
Meredith,USA,0,0,0,0,8.0,4.9,5.9
Meridian,USA,10.6,7.7,7.9,10.5,11.2,10.0,10.0
Merlin,USA,0,0,0,0,14.4,10.3,11.2
