Job Title,Employment Type,Experience Level,Expertise Level,Salary,Salary Currency,Company Location,Salary in USD,Employee Residence,Company Size,Year
Data Engineer,Full-Time,Senior,Expert,197000,United States Dollar,United States,197000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,99000,United States Dollar,United States,99000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,162000,United States Dollar,United States,162000,United States,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,105120,Euro,Lithuania,110446,Lithuania,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,75360,Euro,Lithuania,79178,Lithuania,Medium,2022
Data Science Consultant,Full-Time,Mid,Intermediate,57000,British Pound Sterling,United Kingdom,70186,United Kingdom,Medium,2022
Data Science Consultant,Full-Time,Mid,Intermediate,42000,British Pound Sterling,United Kingdom,51716,United Kingdom,Medium,2022
Data Architect,Full-Time,Senior,Expert,149040,United States Dollar,United States,149040,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,113900,United States Dollar,United States,113900,United States,Medium,2022
Business Data Analyst,Full-Time,Mid,Intermediate,95000,United States Dollar,United States,95000,United States,Medium,2020
Data Analyst,Full-Time,Senior,Expert,115000,United States Dollar,United States,115000,United States,Small,2021
Data Analyst,Full-Time,Senior,Expert,171000,United States Dollar,Australia,171000,United States,Large,2022
Data Analytics Consultant,Freelance,Entry,Junior,50000,United States Dollar,United States,50000,Belgium,Small,2022
Data Scientist,Full-Time,Senior,Expert,185900,United States Dollar,United States,185900,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,129300,United States Dollar,United States,129300,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,230000,United States Dollar,United States,230000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,154600,United States Dollar,United States,154600,United States,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,75000,United States Dollar,United States,75000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,213000,United States Dollar,United States,213000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,152000,United States Dollar,United States,152000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,70000,United States Dollar,United States,70000,United States,Medium,2022
Machine Learning Software Engineer,Full-Time,Senior,Expert,227200,United States Dollar,Canada,227200,Canada,Medium,2022
Machine Learning Software Engineer,Full-Time,Senior,Expert,168000,United States Dollar,Canada,168000,Canada,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,61000,Euro,Germany,64090,Germany,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,58000,Euro,Germany,60938,Germany,Medium,2022
ML Engineer,Full-Time,Senior,Expert,243000,United States Dollar,United States,243000,United States,Medium,2022
ML Engineer,Full-Time,Senior,Expert,183000,United States Dollar,United States,183000,United States,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,130000,United States Dollar,United States,130000,United States,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,90000,United States Dollar,United States,90000,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,165000,United States Dollar,United States,165000,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,124000,United States Dollar,United States,124000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,178000,United States Dollar,Canada,178000,Canada,Medium,2022
Data Engineer,Full-Time,Senior,Expert,132000,United States Dollar,Canada,132000,Canada,Medium,2022
Data Engineer,Full-Time,Senior,Expert,300000,United States Dollar,United States,300000,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,116000,United States Dollar,United States,116000,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,96000,United States Dollar,United States,96000,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,75000,British Pound Sterling,United Kingdom,92350,United Kingdom,Medium,2022
Data Analyst,Full-Time,Senior,Expert,57000,British Pound Sterling,United Kingdom,70186,United Kingdom,Medium,2022
Data Analyst,Full-Time,Senior,Expert,105000,United States Dollar,United States,105000,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,70000,United States Dollar,United States,70000,United States,Medium,2022
Machine Learning Researcher,Full-Time,Mid,Intermediate,137000,Canadian Dollar,Canada,105236,Canada,Large,2022
Machine Learning Engineer,Full-Time,Entry,Junior,189750,United States Dollar,United States,189750,United States,Medium,2022
Machine Learning Engineer,Full-Time,Entry,Junior,140250,United States Dollar,United States,140250,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,130000,United States Dollar,United States,130000,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,160000,United States Dollar,United States,160000,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,109000,United States Dollar,United States,109000,United States,Medium,2022
Research Engineer,Full-Time,Senior,Expert,250000,United States Dollar,United States,250000,United States,Medium,2022
Research Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States,150000,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,206000,United States Dollar,United States,206000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,135000,United States Dollar,United States,135000,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,110000,Euro,France,115573,France,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,70000,Euro,France,73546,France,Medium,2022
Data Engineer,Full-Time,Senior,Expert,40000,Euro,Spain,42026,Spain,Medium,2022
Data Engineer,Full-Time,Senior,Expert,191200,United States Dollar,United States,191200,United States,Medium,2022
Machine Learning Research Engineer,Full-Time,Entry,Junior,63000,Euro,Germany,66192,Germany,Large,2022
Data Engineer,Full-Time,Senior,Expert,230000,United States Dollar,United States,230000,United States,Large,2022
Data Engineer,Full-Time,Senior,Expert,154600,United States Dollar,United States,154600,United States,Large,2022
Data Analyst,Full-Time,Mid,Intermediate,80000,United States Dollar,United States,80000,United States,Large,2022
Analytics Engineer,Full-Time,Senior,Expert,135000,United States Dollar,United States,135000,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,Expert,110000,United States Dollar,United States,110000,United States,Medium,2022
Data Analytics Manager,Full-Time,Mid,Intermediate,155000,United States Dollar,United States,155000,United States,Medium,2022
Data Analytics Manager,Full-Time,Mid,Intermediate,140000,United States Dollar,United States,140000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,205000,United States Dollar,United States,205000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,179500,United States Dollar,United States,179500,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,134000,United States Dollar,United States,134000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,145000,United States Dollar,United States,145000,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,235000,United States Dollar,United States,235000,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,175000,United States Dollar,United States,175000,United States,Medium,2022
Data Science Consultant,Full-Time,Entry,Junior,26000,Euro,Spain,27317,Spain,Large,2022
Data Engineer,Full-Time,Mid,Intermediate,90000,United States Dollar,United States,90000,United States,Medium,2022
Data Specialist,Full-Time,Mid,Intermediate,165000,United States Dollar,United States,165000,United States,Medium,2022
Data Specialist,Full-Time,Mid,Intermediate,135000,United States Dollar,United States,135000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,168400,United States Dollar,United States,168400,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,105200,United States Dollar,United States,105200,United States,Medium,2022
Deep Learning Engineer,Full-Time,Mid,Intermediate,70000,British Pound Sterling,United Kingdom,86193,United Kingdom,Medium,2022
Deep Learning Engineer,Full-Time,Mid,Intermediate,40000,British Pound Sterling,United Kingdom,49253,United Kingdom,Medium,2022
Data Engineer,Full-Time,Senior,Expert,200000,United States Dollar,United States,200000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,198800,United States Dollar,United States,198800,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,122600,United States Dollar,United States,122600,United States,Medium,2022
Machine Learning Engineer,Freelance,Entry,Junior,100000,United States Dollar,"Iran, Islamic Republic of",100000,"Iran, Islamic Republic of",Medium,2022
BI Data Analyst,Full-Time,Mid,Intermediate,100000,Euro,France,105066,France,Medium,2022
Analytics Engineer,Full-Time,Mid,Intermediate,85000,British Pound Sterling,United Kingdom,104663,United Kingdom,Medium,2022
Analytics Engineer,Full-Time,Mid,Intermediate,60000,British Pound Sterling,United Kingdom,73880,United Kingdom,Medium,2022
Data Engineer,Full-Time,Senior,Expert,125000,United States Dollar,United States,125000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,110000,United States Dollar,United States,110000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,148000,United States Dollar,United States,148000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,107000,United States Dollar,United States,107000,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,100000,United States Dollar,Canada,100000,Canada,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,65000,United States Dollar,Canada,65000,Canada,Medium,2022
Data Engineer,Full-Time,Senior,Expert,60000,Euro,Portugal,63040,Portugal,Medium,2022
Data Engineer,Full-Time,Senior,Expert,35000,Euro,Portugal,36773,Portugal,Medium,2022
Data Science Manager,Full-Time,Senior,Expert,299500,United States Dollar,United States,299500,United States,Medium,2022
Data Science Manager,Full-Time,Senior,Expert,245100,United States Dollar,United States,245100,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,168000,United States Dollar,United States,168000,United States,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,161000,United States Dollar,United States,161000,United States,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,118000,United States Dollar,United States,118000,United States,Medium,2022
Applied Scientist,Full-Time,Senior,Expert,205000,United States Dollar,United States,205000,United States,Medium,2022
Data Science Manager,Full-Time,Senior,Expert,247500,United States Dollar,United States,247500,United States,Medium,2022
Data Science Manager,Full-Time,Senior,Expert,172200,United States Dollar,United States,172200,United States,Medium,2022
Data Management Specialist,Full-Time,Senior,Expert,65000,Euro,Italy,68293,Italy,Large,2022
Data Analyst,Full-Time,Senior,Expert,177000,United States Dollar,United States,177000,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,131000,United States Dollar,United States,131000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,102000,United States Dollar,United States,102000,United States,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,65000,United States Dollar,United States,65000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,50000,British Pound Sterling,United Kingdom,61566,United Kingdom,Medium,2022
Data Engineer,Full-Time,Senior,Expert,35000,British Pound Sterling,United Kingdom,43096,United Kingdom,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,135000,United States Dollar,United States,135000,United States,Medium,2022
Data Scientist,Full-Time,Entry,Junior,80000,United States Dollar,United States,80000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,231250,United States Dollar,United States,231250,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,138750,United States Dollar,United States,138750,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,Expert,193750,United States Dollar,United States,193750,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,Expert,116250,United States Dollar,United States,116250,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,Expert,231250,United States Dollar,United States,231250,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,Expert,138750,United States Dollar,United States,138750,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,193750,United States Dollar,United States,193750,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,116250,United States Dollar,United States,116250,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,208000,United States Dollar,United States,208000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,127000,United States Dollar,United States,127000,United States,Medium,2022
Research Scientist,Full-Time,Senior,Expert,300000,United States Dollar,United States,300000,United States,Medium,2022
Research Scientist,Full-Time,Senior,Expert,196000,United States Dollar,United States,196000,United States,Medium,2022
Autonomous Vehicle Technician,Freelance,Mid,Intermediate,45555,United States Dollar,Bahamas,45555,American Samoa,Medium,2021
Data Scientist,Full-Time,Senior,Expert,205000,United States Dollar,United States,205000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,185000,United States Dollar,United States,185000,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,247500,United States Dollar,United States,247500,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,172200,United States Dollar,United States,172200,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,110000,United States Dollar,United States,110000,United States,Medium,2022
Data Scientist,Full-Time,Entry,Junior,6600000,Hungarian Forint,Hungary,17684,Hungary,Medium,2022
Data Science Tech Lead,Full-Time,Senior,Expert,375000,United States Dollar,United States,375000,United States,Large,2022
Data Scientist,Full-Time,Senior,Expert,225000,United States Dollar,United States,225000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,156400,United States Dollar,United States,156400,United States,Medium,2022
Machine Learning Engineer,Full-Time,Mid,Intermediate,85000,British Pound Sterling,United Kingdom,104663,United Kingdom,Medium,2022
Machine Learning Engineer,Full-Time,Mid,Intermediate,65000,British Pound Sterling,United Kingdom,80036,United Kingdom,Medium,2022
Data Scientist,Full-Time,Senior,Expert,140700,United States Dollar,United States,140700,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,93800,United States Dollar,United States,93800,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,350000,United States Dollar,United States,350000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,135000,United States Dollar,United States,135000,United States,Medium,2022
Machine Learning Engineer,Full-Time,Mid,Intermediate,100000,Swiss Franc,Switzerland,104697,Switzerland,Large,2022
Machine Learning Developer,Full-Time,Entry,Junior,33000,United States Dollar,Germany,33000,Italy,Small,2022
Machine Learning Scientist,Full-Time,Entry,Junior,33000,Euro,Germany,34672,Italy,Small,2022
Machine Learning Engineer,Full-Time,Senior,Expert,119000,United States Dollar,United States,119000,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,154560,United States Dollar,United States,154560,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,123648,United States Dollar,United States,123648,United States,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,170000,United States Dollar,United States,170000,United States,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,145000,United States Dollar,United States,145000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,247500,United States Dollar,United States,247500,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,172200,United States Dollar,United States,172200,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,177500,United States Dollar,United States,177500,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,134000,United States Dollar,United States,134000,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,192564,United States Dollar,United States,192564,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,144854,United States Dollar,United States,144854,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,179305,United States Dollar,United States,179305,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,142127,United States Dollar,United States,142127,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,315000,United States Dollar,United States,315000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,225000,United States Dollar,United States,225000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,243900,United States Dollar,United States,243900,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,156600,United States Dollar,United States,156600,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,79000,United States Dollar,United States,79000,United States,Medium,2022
Data Scientist Lead,Full-Time,Mid,Intermediate,85000,Euro,Austria,89306,Austria,Large,2022
Data Engineer,Full-Time,Senior,Expert,182500,United States Dollar,United States,182500,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,128500,United States Dollar,United States,128500,United States,Medium,2022
Data Manager,Full-Time,Entry,Junior,77300,United States Dollar,United States,77300,United States,Medium,2022
Data Manager,Full-Time,Entry,Junior,45600,United States Dollar,United States,45600,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,210000,United States Dollar,United States,210000,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,136000,United States Dollar,United States,136000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,140000,United States Dollar,United States,140000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,247500,United States Dollar,United States,247500,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,172200,United States Dollar,United States,172200,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,184100,United States Dollar,United States,184100,United States,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,85000,United States Dollar,United States,85000,United States,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,78000,United States Dollar,United States,78000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,161000,United States Dollar,United States,161000,United States,Medium,2022
Head of Data,Full-Time,Executive,Director,205000,United States Dollar,United States,205000,United States,Medium,2022
Head of Data,Full-Time,Executive,Director,160000,United States Dollar,United States,160000,United States,Medium,2022
Data Engineer,Full-Time,Entry,Junior,50000,British Pound Sterling,United Kingdom,61566,United Kingdom,Medium,2022
Data Engineer,Full-Time,Entry,Junior,40000,British Pound Sterling,United Kingdom,49253,United Kingdom,Medium,2022
Data Scientist,Full-Time,Senior,Expert,245000,United States Dollar,United States,245000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,180000,United States Dollar,United States,180000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,198440,United States Dollar,United States,198440,United States,Large,2022
Data Scientist,Full-Time,Senior,Expert,144000,United States Dollar,United States,144000,United States,Large,2022
Data Engineer,Full-Time,Senior,Expert,240000,United States Dollar,United States,240000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,198440,United States Dollar,United States,198440,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,144000,United States Dollar,United States,144000,United States,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,47000,British Pound Sterling,United Kingdom,57872,United Kingdom,Medium,2022
Data Analyst,Full-Time,Entry,Junior,64000,United States Dollar,United States,64000,United States,Large,2022
Data Scientist,Full-Time,Entry,Junior,38000,Euro,France,39925,France,Large,2022
Machine Learning Engineer,Full-Time,Senior,Expert,187200,United States Dollar,Canada,187200,Canada,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,116100,United States Dollar,Canada,116100,Canada,Medium,2022
Data Engineer,Full-Time,Senior,Expert,275000,United States Dollar,United States,275000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,166000,United States Dollar,United States,166000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,159699,United States Dollar,United States,159699,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,138938,United States Dollar,United States,138938,United States,Medium,2022
BI Analyst,Full-Time,Entry,Junior,76000,United States Dollar,United States,76000,United States,Large,2022
Analytics Engineer,Full-Time,Senior,Expert,84000,British Pound Sterling,United Kingdom,103432,United Kingdom,Medium,2022
Analytics Engineer,Full-Time,Senior,Expert,75000,British Pound Sterling,United Kingdom,92350,United Kingdom,Medium,2022
Data Analyst,Full-Time,Senior,Expert,80000,United States Dollar,United States,80000,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,52500,United States Dollar,United States,52500,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,236000,United States Dollar,United States,236000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,182000,United States Dollar,United States,182000,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,135000,United States Dollar,United States,135000,United States,Medium,2022
Research Engineer,Full-Time,Mid,Intermediate,240000,United States Dollar,United States,240000,United States,Medium,2022
Data Analyst,Part-Time,Entry,Junior,125404,United States Dollar,United States,125404,China,Small,2022
Data Engineer,Full-Time,Senior,Expert,195000,United States Dollar,United States,195000,United States,Medium,2022
Data Operations Analyst,Full-Time,Senior,Expert,123000,United States Dollar,United States,123000,United States,Medium,2022
Data Operations Analyst,Full-Time,Senior,Expert,92250,United States Dollar,United States,92250,United States,Medium,2022
ML Engineer,Full-Time,Mid,Intermediate,180000,United States Dollar,United States,180000,United States,Medium,2022
ML Engineer,Full-Time,Mid,Intermediate,100000,United States Dollar,United States,100000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,97000,United States Dollar,United States,97000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,90000,United States Dollar,United States,90000,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,Expert,180000,United States Dollar,United States,180000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,260000,United States Dollar,United States,260000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,180000,United States Dollar,United States,180000,United States,Medium,2022
Analytics Engineer,Full-Time,Executive,Director,210000,United States Dollar,United States,210000,United States,Medium,2022
Analytics Engineer,Full-Time,Executive,Director,157000,United States Dollar,United States,157000,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,80000,United States Dollar,United States,80000,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,52500,United States Dollar,United States,52500,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,128000,United States Dollar,United States,128000,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,81500,United States Dollar,United States,81500,United States,Medium,2022
Data Operations Engineer,Full-Time,Senior,Expert,105000,United States Dollar,United States,105000,United States,Medium,2022
Data Operations Engineer,Full-Time,Senior,Expert,70000,United States Dollar,United States,70000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,122500,United States Dollar,United States,122500,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,171000,United States Dollar,United States,171000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,117000,United States Dollar,United States,117000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,202800,United States Dollar,United States,202800,United States,Large,2022
Data Scientist,Full-Time,Senior,Expert,104300,United States Dollar,United States,104300,United States,Large,2022
Data Analyst,Full-Time,Senior,Expert,35000,Euro,Spain,36773,Spain,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,30000,United States Dollar,Mexico,30000,Mexico,Large,2022
Analytics Engineer,Full-Time,Mid,Intermediate,78000,United States Dollar,Brazil,78000,Brazil,Medium,2022
Analytics Engineer,Full-Time,Mid,Intermediate,48000,United States Dollar,Brazil,48000,Brazil,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,78000,United States Dollar,Brazil,78000,Brazil,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,42000,United States Dollar,Brazil,42000,Brazil,Medium,2022
Data Architect,Full-Time,Senior,Expert,345600,United States Dollar,United States,345600,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,230400,United States Dollar,United States,230400,United States,Medium,2022
BI Analyst,Full-Time,Mid,Intermediate,78000,United States Dollar,Brazil,78000,Brazil,Medium,2022
BI Analyst,Full-Time,Mid,Intermediate,48000,United States Dollar,Brazil,48000,Brazil,Medium,2022
Data Analyst,Full-Time,Senior,Expert,175950,United States Dollar,United States,175950,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,130050,United States Dollar,United States,130050,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,205600,United States Dollar,United States,205600,United States,Large,2022
Data Engineer,Full-Time,Senior,Expert,105700,United States Dollar,United States,105700,United States,Large,2022
Data Analyst,Full-Time,Senior,Expert,236600,United States Dollar,United States,236600,United States,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,84000,United States Dollar,Brazil,84000,Brazil,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,54000,United States Dollar,Brazil,54000,Brazil,Medium,2022
Data Scientist,Full-Time,Entry,Junior,80000,United States Dollar,United States,80000,United States,Large,2022
Marketing Data Analyst,Full-Time,Senior,Expert,200000,United States Dollar,United Kingdom,200000,United Kingdom,Small,2022
Data Scientist,Full-Time,Entry,Junior,96000,Canadian Dollar,Canada,73742,Canada,Large,2022
Data Science Lead,Full-Time,Senior,Expert,165000,United States Dollar,United States,165000,United States,Small,2022
Data Scientist,Full-Time,Entry,Junior,27000,British Pound Sterling,United Kingdom,33246,United Kingdom,Large,2022
Data Engineer,Full-Time,Mid,Intermediate,100000,Australian Dollar,Australia,75050,Australia,Large,2021
Machine Learning Engineer,Full-Time,Entry,Junior,108000,United States Dollar,United States,108000,United States,Small,2022
Data Scientist,Full-Time,Senior,Expert,38000,United States Dollar,United States,38000,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,85000,United States Dollar,United States,85000,United States,Medium,2022
Data Engineer,Full-Time,Mid,Intermediate,90000,British Pound Sterling,United Kingdom,110820,United Kingdom,Medium,2022
Data Scientist,Full-Time,Senior,Expert,153600,United States Dollar,United States,153600,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,106800,United States Dollar,United States,106800,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,50000,United States Dollar,United States,50000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,123400,United States Dollar,United States,123400,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,88100,United States Dollar,United States,88100,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,120000,United States Dollar,United States,120000,United States,Small,2022
Data Scientist,Full-Time,Senior,Expert,55000,United States Dollar,United States,55000,United States,Small,2022
Analytics Engineer,Full-Time,Senior,Expert,150000,United States Dollar,United States,150000,United States,Medium,2022
Analytics Engineer,Full-Time,Senior,Expert,120000,United States Dollar,United States,120000,United States,Medium,2022
Data Science Consultant,Full-Time,Senior,Expert,139000,United States Dollar,United States,139000,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,139600,United States Dollar,United States,139600,United States,Medium,2022
Data Analyst,Full-Time,Senior,Expert,85700,United States Dollar,United States,85700,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,185000,United States Dollar,United States,185000,United States,Medium,2022
Data Engineer,Full-Time,Senior,Expert,50000,United States Dollar,United States,50000,United States,Medium,2022
Data Scientist,Full-Time,Senior,Expert,200000,United States Dollar,United States,200000,United States,Medium,2022
ML Engineer,Full-Time,Mid,Intermediate,148500,United States Dollar,United States,148500,United States,Large,2022
ML Engineer,Full-Time,Mid,Intermediate,98200,United States Dollar,United States,98200,United States,Large,2022
Data Analyst,Full-Time,Senior,Expert,115000,United States Dollar,United States,115000,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,225000,United States Dollar,United States,225000,United States,Medium,2022
Data Architect,Full-Time,Senior,Expert,66000,United States Dollar,United States,66000,United States,Medium,2022
Data Manager,Full-Time,Mid,Intermediate,134000,United States Dollar,United States,134000,United States,Medium,2022
Data Manager,Full-Time,Mid,Intermediate,98000,United States Dollar,United States,98000,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,105000,United States Dollar,United States,105000,United States,Medium,2022
Data Analyst,Full-Time,Mid,Intermediate,62000,United States Dollar,United States,62000,United States,Medium,2022
BI Data Analyst,Full-Time,Entry,Junior,57000,United States Dollar,United States,57000,United States,Large,2022
Big Data Engineer,Full-Time,Senior,Expert,210000,Canadian Dollar,Canada,161311,Canada,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,144200,United States Dollar,United States,144200,United States,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,115360,United States Dollar,United States,115360,United States,Medium,2022
Data Scientist,Full-Time,Mid,Intermediate,120000,Australian Dollar,Australia,83171,Australia,Large,2022
Principal Data Architect,Full-Time,Senior,Expert,3000000,Indian Rupee,India,38154,India,Large,2022
Data Engineer,Full-Time,Senior,Expert,70000,Euro,Portugal,73546,Portugal,Medium,2022
Data Engineer,Full-Time,Senior,Expert,40000,Euro,Portugal,42026,Portugal,Medium,2022
Data Architect,Full-Time,Senior,Expert,180000,United States Dollar,United States,180000,United States,Medium,2022
