user_name;stars;country;date;title;text;helpful
Cliente Amazon;4;Spain;5 January 2019;Opinión;Bien relación calidad precio.;0
saulo;5;Italy;13 June 2018;Ottimo, ottimo.;Ottimo il prodotto, ottimo l imballo e la puntualita'. E' il primo Alcatel che acquisto. Unico peccato (veniale): la durata della batteria: speravo in qualcosa di piu'. Aggiornamenti automatici di Alcatel frequenti e automatici. 5 stelle comunque.;2
Christine Müller;5;Germany;24 April 2018;Gebrochener Display beim ersten Sturz aber sonst richtig gut...;"Das Handy ist mir am dritten Tag aus der Tasche gerutscht und hatte gleich mal einen gebrochenen Bildschirm. Das obwohl die mitgelieferte Schutzhülle dran war und ja eh ein Schutzglas drauf ist. Ich hatte schon viele Smartphones im Lauf der Jahre, meine Nokias sind alle paar Tage runtergefallen und da war nie was.
Positiv anzumerken ist, dass das Ding auch mit gebrochenem Display noch funktioniert hat.

Nach diesem schweren Start und mittlerweile repariertem Display bin ich doch sehr zufrieden. Die Dual-SIM Funktionen sind einen Tick besser gelöst als bei meinen beiden Android Vorgängern (Gigaset/THL). Der Akku hält bei häufiger Benutzung zwei Tage durch und lädt in Rekordzeit wieder auf. Kleiner Minuspunkt weil das Ladekabel ein anderes Format hat als meine bisherigen Smartphones, aber damit kann man leben.

Alle Apps laufen performance-technisch super-geschmeidig, da ist Schmackes unter dem Deckel.
64 Gig kriege auch ich nicht so schnell zugemüllt und die Fotos der Kamera sind sehr ordentlich.
Lookout hat bisher keine Riskware oder ähnliches gefunden (das wurde beim THL ganz rot) und die Android-Sicherheits-Updates kommen mit erfreulicher Häufigkeit.

Fazit: hier passt für mich Preis und Leistung nach den ersten 1,5 Monaten Nutzung sehr gut.";15
Maike B.;1;Germany;17 September 2018;Schlechter Kundenservice;"Ich habe dieses Handy vor etwa 6 Monaten bestellt, nach 2 Monaten haben die Lautstärke Tasten angefangen zu haken. Nach einem weiteren Monat gingen sie gar nicht mehr und die An- und Aus-Taste fing ebenfalls an zu haken. Habe dann nach Reparatur Möglichkeiten gesucht, mich aber selbst nicht dran getraut und wollte die Garantie Reparatur in Anspruch nehmen (Inzwischen habe ich eine App für die Lautstärke-Regelung benutzt).
Habe das Handy also zum Reparatur Service geschickt und bekomme 3 Tage später eine Mail mit der Nachricht, dass bei meinem Handy ein Display Schaden entdeckt wurde, welcher nicht in der Garantiereparatur enthalten ist, ein Kostenvorschlag würde 25 euro Kosten, oder für 10 Euro könnte ich es wieder zugeschickt bekommen (Dieser 'Displayschaden' ist ein kleiner Kratzer). Auf meinen vorher ausführlich beschriebenen Schaden wurde nicht eingegangen. Ich sollte also 25 Euro KV + unnötige Display Reparatur (vermutlich um 100 Euro) bezahlen, nur damit sich der eigentliche Schaden überhaupt angesehen wird. Angeblich Vorschrift des Herstellers, Teilreparaturen werden nicht gemacht. Habe also 10 euro bezahlt um ein Handy zurückzubekommen, welches kaum noch zu benutzen ist.
Unter aller Sau, schlechter Service, nur frustrierend.";9
Cliente Amazon;5;Italy;27 December 2021;Ottimo smartphone;"Utilizzo oggi ancora con piacere questo smartphone acquistato nel 2018.
Huawei nova 2 è un medio gamma che sembra quasi un top, realizzato in vetro e alluminio, molto fluido, senza impuntamenti o lag, sensore di impronte fulmineo, reparto multimediale ottimo considerata la fascia di prezzo e poi è estremamente leggero e compatto.
La batteria si carica velocemente e senza un uso esagerato ti porta tranquillamente fino a sera. Peccato che gli USA abbiano messo il ban a Huawei che aveva fatto maturare enormemente Android.";0
Lazar;4;Germany;24 September 2018;Arbeitsspeicher Problem;"Was mich stört ist das es anfängt rumzuhängen wenn viele apps geöfnet sind und beim arbeeitsspeicher nur noch 500mb frei und das passiert nach ca 8std bei meiner nutzung, dann muss ich die apps schließen oder das gerät neustarten. Normalerweise müsste die software selber apps schließen wenn zu viel arbeitsspeicher belegt ist, so das nichts rumhängt. Außerdem sind immer 2gb schon belegt von der software was ich nicht nachvollziehen kann. Mein altes handy hatte nur 2gb arbeitsspeicher und nicht solche probleme.
Hoffentlich kommt ein update das dieses problem behebt oder ist das nur bei mir so 😂 der akku ist auch recht schwach aber dafür ist das teil schön schlank und sexy 😂 ich verwende keine schutzhülle oder folie um das gefühl von metall und glas nicht zu verderben und damit es nicht dicker wird. Noch besser wenn der rand und die tasten auch aus metall wären. Fingerabdrucksensor finde ich vorne auch besser als hinten, beim autofahren ist es jedenfalls viel umständlicher als mit meinem alten gerät wegen der handyhalterung.
Aber ich bin ja nicht so 4 sterne good job huawei weiter machen 😂";2
geci;4;Germany;31 January 2019;Kann man machen;"Ich habe mir das Huawei Nova 2 gekauft weil ich ein kleines Smartphone für Büro und unterwegs brauchte, aber nicht mehr als 300 Euro ausgeben wollte. Also fiel das P10 leider raus!
Es ist schade, dass Handys heutzutage so groß wie Telefonzellen sein müssen! Nervt.

Das Huawei Nova 2 stellt mich in dem Punkt zu 100% zufrieden. Mit seinem gerade Mal 5 Zoll kleinen Display ist es sogar für meine kleinen Hände (Frau mit Körpergröße von 1,60 m) nicht zu groß.

Selbstverständlich kann ich es nicht mit meinem p20 pro vergleichen, aber für WhatsApp, SMS, Facebook, Google Suche hier und da, Telegram, Emails abrufen und beantworten und gelegentliche Schnappschüsse in gutem Licht reicht das Nova vollkommen aus.

Für Einsteiger oder als Zweithandy empfehle ich es alle mal. Aber auch so, habe ich nichts zu beanstanden.";1
carlos;3;Spain;2 March 2021;El problema, la bateria.;Compre este telefono para mi padre, es un hombre mayor y un smartphone no era viable. El telefono en si cumple su funcion, teclas grandes para dedos gordos, menu simple y cobertura 3g. El problema es la bateria, para lo simple que es no le dura dos dias cargado (no se pasa el dia hablando, llama lo necesario) y eso es un pero y grande, por lo mismo, por lo simple que es deberia de tener mayor autonomia.;7
SOSdoc;4;Italy;11 September 2022;Telefono per mia suocera;"L'ho acquistato per mia suocera che è una persona molto poco tecnologica ed è avanti con l'età.
Le uniche sue richieste erano: dei tasti grandi e leggibili e che si aprisse a conchiglia, infatti rispetta le caratteristiche richieste.
Per il resto è uno di quei cellulari che ha poche funzioni e lei soprattutto lo utilizza in modo basico.
Comodo il fatto di ricaricarlo sulla basetta, la qualità costruttiva sembra un cellulare abbastanza resistente.
Ha giustamente 1 solo alloggiamento per la SIM e il volume della suoneria eccome se si fa sentire!
Un cellulare senza fronzoli quindi dimenticatevi delle App e foto, non è nato per questo.
Un'ottima autonomia della batteria e se lei è contenta, tutti noi siamo contenti!";2
Fabrizio;1;Italy;22 March 2022;Scarsa durata della batteria!;Acquistato quasi due anni fa, usato da mio padre pochissimo. La batteria inizialmente riusciva a garantire circa due giorni di standby. da un po' di tempo invece si scarica velocemente, al massimo in 8 ore. Non essendoci applicazioni che possano consumarla si potrebbe pensare che il telefono consuma energia per collegarsi alla massima potenza alle antenne lontane. Ma ho le antenne di tutte le reti vicinissime!!! Ho sostituito la batteria con una nuova e il risultato è lo stesso. Si scarica velocemente anche senza effettuare chiamate. Caricato la sera la mattina si spenge con la batteria a zero. Peccato. Non sarebbe male visto che i tasti grandi, l'ampio display luminoso e le altre caratteristiche. Sarebbe un prodotto buono per persone anziane, ma in questo tipo di cellulari la batteria deve riuscire a garantire almeno una giornata di utilizzo. Direi che è un pessimo acquisto.;2
Sergio;3;Spain;17 August 2019;Teléfono para Mayores mediocre.;"La calidad del producto es mediocre.

Su uso es complicado para el público objetivo a quien va dirigido, siendo un teléfono para personas mayores. Algunas funciones básicas (p. ej. los contactos) deben accederse mediante el menú lo que obliga a leer en pantalla y seleccionar la tecla correcta.

Los botones de selección son pequeños y esto provoca errores en su pulsación.

No me parece adecuado y ni lo recomendaría ni lo volvería a comprar.

Lo único que resaltaría como positivo es que funciona con redes 3G";9
Javier R.;4;Spain;29 September 2021;Buen móvil para mayores, pero con algunas carencias;"El móvil es correcto y construido en plástico como casi todos los de este tipo. Las especificaciones también son similares al resto salvo un par de cosas: El teléfono es 3G por lo que tiene mejor cobertura en antenas que la mayoría que solo son 2G y la cámara, que no es ninguna maravilla pero es muy superior que el resto que suele ser de 0,3 megapixeles y ésta es de 2,3 e interpola a 3,1 megapixeles.
Es estupendo el tema de accesos directos, puedes asignar una tecla del 2 al 9 (no recuerdo si al 0) para llamar a un número de la agenda y añadir fotos como icono, por lo que es más sencillo de utilizar para gente que no sabe leer o no se aclara con menús. En su dorso tiene un botón de emergencia que se puede activar o no y por defecto las teclas dicen en voz alta el número cuando se presionan, pero esto también se puede desactivar si se desea.
Por desgracia, encuentro un terrible error que no haya botón programable de acceso directo a la cámara y a la galería, por lo que se hace dificil el acceso a las mismas desde el menú. Tampoco hay reproductor de MP3 así como tampoco manos libres y el botón circular que hace de joystick (OK) es muy pequeño y muy difícil de usar para dedos grandes o torpes, mejor sería un botón doble de solo arriba y abajo.
En definitiva, contento con él, pero no del todo y extrañado por estas carencias pensando en el usuario al que está destinado.";3
FairyKing;5;Italy;27 December 2021;Buon compromesso fra utilità e robustezza;"Partiamo da un principio: escludendo il prezzo l'articolo è favoloso.
Liberatici di questo sassolino, possiamo dire che la cover non è la più robusta esistente, ma di certo è fra le più belle e pratiche. Rispetto alle vecchie Clear View (ad esempio quella ""full screen"" del Note 8), questa è destinata a durare di più, dato che la parte trasparente è solo sul lato destro.
La visualizzazione delle notifiche, però, non ne risente affatto e il prodotto è davvero molto buono, anche perché nasconde e ""pareggia"" il dislivello posteriore dovuto alle fotocamere.";2
Carlo;5;Italy;14 February 2022;Perfetta!!!;Arrivata in un giorno, dovevo cambiare la precedente custodia ormai logora e graffiata. Ho visto la possibilità di averla a 35 €. Sono rimasto soddisfatto la custodia è nuova evidentemente è stata acquistata per un note non ultra come il mio ed è stata resa. Ottimo affare.;0
Noak;1;Spain;25 March 2021;No funciona, decepcionante.;Atención les advierto que esta funda no funciona! Cuando recibes nuevas notificaciones el lateral derecho no se ilumina para informarte de nuevas notificaciones, de manera que tienes que pulsar el botón de bloqueo para visualizar las nuevas notificaciones. Al tener 2 años de garantía, me pongo en contacto con Amazon y el vendedor para la reparación o el remplazo de la misma y solo se pasan el problema de unos a otros y solo te dan la solución de devolución y reembolso, una gran decepción y una gran estafa! No la compréis que encima de que vale bastante dinero encima no funciona!;1
B. Francis;1;France;23 July 2022;Le produit livré ne correspond pas aux photos!;Le produit livré ne correspond pas aux photos! Il n'y a pas une fenêtre transparente mais un rabat transparent qui, par expérience crée des microfissures sur l'écran. C'est bien pour cela que j'avais choisi le modèle avec fenêtre!;3
Danieleon;5;Italy;27 November 2021;Ottima protezione;Confermo che è per Galaxy Note 20 Ultra , bella vero e ottima come protezione. Diciamo che non sono un amante dello sportellino ma qui le notifiche le vedi lateralmente. Quindi ho sempre tutto a vista anche con sportello chiuso.;0
M;4;Germany;29 September 2014;Tolles Gerät...aber nur mit BlackBerry Dienst!;"Ich mach es kurz:

Positives:

+ Das Gerät macht wirklich Spaß, nicht zu viel unnötiger SchnickSchnack

+ SUPER Akkulaufzeit, bei Smartphones wirklich eine Seltenheit! Hält, vorallem im (meist ausreichenden) 2G-Netzmodus und bei einigermaßen normalem Gebrauch, gut und gerne 3-4 Tage (trotz Whatsapp!). Falls man den Akku allerdings mit Musik, Bluetooth, voller Bildschirmhelligkeit und 3G-Surfen plagt, kriegt ihn auch in etwa 10h Dauerbenutzung in die Knie (das iPhone 4s kriegt man so jedoch auch in knapp 4h zum Kollaps). Fazit: bei sparsamem Gebrauch verzeit der Akku fast alles, und man muss nicht immer sein Ladekabel mitschleifen - bin positiv überrascht!

+ Alle wichtigen Apps vorhanden

+ Display nicht perfekt, aber gut ablesbar (Kontraste sehen auf dem Curve 9360 meiner Freundin besser aus, zum halben Preis...)

+ Kunstleder auf der Rückseite ist klasse und das Handy insgesamt echt schick

+ Wlan und 3G Empfang sind gut

+ Tastatur funktioniert im Großen und Ganzen prima

+ LED-Statusleuchte ist gut

+ Kalenderfunktion ist ein TRAUM!

+ Bedienkonzept gefällt mir gut und ist meist logisch

+ Die vorinstallierte Hilfefunktion weiss fast immer weiter, hatte noch nie so ein gutes Handbuch!

+ BlackBerry Messenger ist super und eine gute Alternative zu Whatsapp, ohne Datendiebstahl und Mitgliedskosten (ist in der BB-Option enthalten, falls man sie hat)

+ Kamera natürlich nicht mehr ganz zeitgemäß, aber mit manuellem Fokus, LED-Blitz und 5MP bei gutem Licht durchaus brauchbar

+ Die für mich wichtigsten Optionen wie Klingelton-Profil wechseln oder mobiles Internet ausschalten sind schnell aus dem Startbildschirm aus zu erreichen

+ (für mich zumindest:) Kein nerviger Touchscreen! Die Bedienung über Tastatur und Trackpad funktioniert in der Regel reibungslos

Neutral:

o WICHTIG: Whatsapp, Navigation und Emails sowie sämtliche Websites, auf denen man sich einloggen muss (somit auch alle Email-Websites), können ohne eine sogenannte BlackBerry-Option NICHT genutzt werden! Diese ist zwingend erforderlich und nicht bei allen Mobilfunkanbietern zu haben, es gibt sie aber z.B. bei Vodafone auch als Prepaid, weshalb ich nun auch von AldiTalk zu Vodafone gewechselt bin. Diese Option ist nicht teuer und meistens einfach in einen üblichen Prepaid-Tarif integriert und sehr empfehlenswert, wenn man nicht nur SMS und Telefonie nutzen möchte

Nun zum Negativen:

- ALLE Geräte, die vor einem bestimmten Datum produziert wurden, sowie auch dieses Modell, haben ein Branding, meist von T-Mobile (Bootlogo, Theme und Schriftzug unter der Tastatur -> jedoch KEINE technische Einschränkung) - verschmerzbar, aber nicht jedermanns Sache

- Das Gerät ist verdammt klein. Die komplette Tastatur ist gerade einmal 3 mal so groß wie mein Daumen und ich bin schon sehr knapp an der Grenze des Bedienkomforts (männlich, 1,85m). Für größere oder dicke Personen sicher nicht sehr bequem zu bedienen, für meine Freundin (1,55m und zierlich) jedoch perfekt.

- Tastensperre geht öfters mal in der Tasche raus

- App-Werbungen nerven TIERISCH und sind scheinbar nicht abschaltbar

- Umlaute sind zu kompliziert und nicht mit einer Hand schreibbar. Ä, Ö und Ü können nur durch halten der (A, O oder U) Taste und gleichzeitigem Scrollen mit dem Trackpad ausgewählt werden. Funktioniert viel zu ungenau und umständlich, wieso wurde das nicht anders (z.B. wie beim Xperia Mini Pro, durch halten der Taste und der Symboltaste) gelöst?

- Wecker ist sehr eigenartig zu bedienen und lässt nur eine Weckzeit zu; man kann auch keine einmalige Weckzeit einstellen, sondern muss nachdem er geklingelt hat wieder selbst ausschalten - Hä?! Man muss, wenn man mehrere Weckzeiten will, einen sich wiederholenden Termin mit Erinnerung im Kalender einstellen, ist nicht tragisch, aber eigenartig und man muss es erstmal wissen

- Hauptmenü ist etwas schwammig zu bedienen und lässt eine Vollbilddarstellung aller Anwendungssymbole nicht zu, man rutscht immer wieder in die Registerkarte ""Favoriten"" oder ""Häufig benutzte"" und fragt sich dann, wo alle Anwendungen geblieben sind...

- BlackBerry Messenger ist kompliziert einzurichten, genauso wie das Hinzufügen von BBM-Kontakten

- Akkustatus in Prozent lässt sich nur sehr verschachtelt im Hauptmenü anzeigen

- Anwendungen müssen immer umständliche mit der Zurücktaste und NICHT mit der Auflegentaste beendet werden, da sie sonst im Multitasking-Modus im Hintergrund weiterlaufen und deftig Akku fressen. Multitasking generell lässt sich nicht abschalten

- Lauteste Ruftonlautstärke ist bei SMSn immernoch relativ leicht zu überhören

- Das Gerät ist einfach ein bisschen zu langsam, die Leistung reicht nicht aus um große Websites, Whatsapp oder die Bildergalerie flüssig darzustellen. Das Curve 9360 ist um Welten schneller und es macht einfach mehr Spaß, das Gerät zu bedienen.

FAZIT:

Trotz einiger Probleme bin ich gerne BlackBerry Besitzer, nach vielen Enttäuschungen von iPhones, Samsung Galaxys, und diverser anderer Androidgeräte bin ich froh, den Smartphones mit dem BlackBerry Bold nochmal eine Chance gegeben zu haben. Es macht besonders Spaß, wenn der Partner oder Freunde ebenfalls einen BlackBerry verwenden, da die Geräte vorallem durch den BB-Messenger einfach klasse verbunden sind. Für mich ist alles wichtige dabei, auch wenn das Modell schon etwas betagt ist, denn für mich war es ein Ausschlusskriterium, ein Modell ohne Touchscreen zu haben, da mir das Konzept von Touchscreenhandys nicht gefällt (immer verschmiertes, viel zu großes Display und geradezu lächerlicher Akkuverbrauch). Schade, dass BlackBerry keine aktuellen Geräte ohne Touchscreen anbietet.

Alles in allem würde ich mich trotzallem wieder für ein Blackberrygerät entscheiden, aber vielleicht eher für das Curve 9360 das sich meine Freundin gleichzeitig gekauft hat, das kann fast alles (abgesehen von Kamerafokus und Verarbeitung) besser als das Bold 9780, hat dieselben Abmessungen und kostet nicht einmal die Hälfte des Bolds. Das Bold ist und bleibt für mich jedoch das schickere und stilvollere Handy, das mit seinen abgeschliffenen Tasten den Wurstfingern von uns Männern bei der Bedienung entgegenkommt ;)";1
bifibafzi;3;Germany;21 April 2014;Smartphone mit starkem Akku und einigen Nachteilen;"Ich habe das BlackBerry Bold 9780 im September 2013 für meinen Sohn gekauft.

Es war sein erstes Smartphone, allerdings wollte er nach wie vor eine Tastatur haben. Das Beste daran der Akku: Dieser hält, sofern man nicht ständig die Internet-/Wi-Fi-Verbindung aktiviert hat, durchaus 14 Tage oder auch länger! Von der Bedienung her ist alles recht einfach und praktisch verarbeitet.

SEHR WICHTIG: Wenn man evt. keinen Mobilfunkvertrag mit Internetoption bestitzt, sollte man die Datenübertratungs/-Wi-Fi-Funktionen stets ausgeschaltet lassen!! Sonst wählt sich das BlackBeryy ständig ins Netz ein und man hat am Monatsende eine Rechnung von z.B. 150€...

UPDATE 2016: Im Laufe der Zeit ließ u.a. die Geschwindigkeit so sehr nach, dass man kaum noch im Internet surfen konnte. Auch die Bildschirmgröße ist auf Dauer nicht gut für die Augen. Man kann außer Telefonieren und SMS schreiben eigentlich fast nichts damit machen, selbst WhatsApp macht aufgrund der geringen Lesitungsgeschwindigkeit Probleme... Zudem stellt BlackBerry ab sofort keine eigenen Smartphones mehr her!
An die Qualität anderer Hersteller, z.B. eines iPhone 6 (nutzt mein Sohn seit 4 Monaten und ist hochzufrieden) oder auch HTC (habe ich selbst) kommt ein solches Gerät nicht ansatzweise heran.

FAZIT: Daher mittlerweile nur noch sehr eingeschränkt zum evt. Kauf empfohlen.";2
Dennis;5;Germany;5 November 2011;Tope Blackberry;Ich habe das Bold 9780 jetzt 3 Tage und bin voll und ganz zufrieden. Am Anfang machte mit der Blackberry Internet Service Probleme, aber nach 3 Telefonaten mit Vodafone aktualisierte sich das Bold von selbst und danach funktionierte alles. Die Verarbeitung ist auch sehr gut. Entgegen mancher Rezesnsionen sitz das Display da wo es hin gehört und die Tastatur sitz ach mittig und kanrzt nicht. Die Bedienung des Bold es über das Trackpad sehr einfach, jedoch hat man tausend Einstellmöglichkeiten und man verliert leicht den Überblick. Der Akku ist auch gut, mit surfen (1h) Musik hören (1h) und E-Mail Verkehr am Tag hält der Akku locker 3 Tage. Ich kann den Bold nur weiter empfehlen!;0
Amazon Kunde;5;Germany;3 February 2017;Blackberry Bold 9780;Bestellt.. nach 1 Tag erhalten.. sehr guter zustand und funktioniert einwandfrei ohne fehler.. besonders gut Akku hält bei Wi-Fi nutzung ca 3,5 Tage.. Es war alles dabei auch verschiedene Sticker zum laden(US,Ger etc) Zur grösse der SIM card muss ich allerdings sage ist es nicht que man sagte für Mini sondern für Standard grösse.. aber ansonsten rolles Handy;0
Dr. Michael Radecki;2;Germany;11 December 2016;Wohl echt nur was für Fans;Ich habe diesen Blackberry günstig gekauft als Office Gerät. Wenn man die halbwegs neuen Smartphones gewöhnt ist gibt es einfach kein zurück. Beeindruckend allerdings die merkliche Qualität. Auch die lange standby Zeit ist etwas worauf wir sonst noch lange warten müssen;0
Rider;5;Italy;29 May 2013;comprato a scatola chiusa;"cellulare molto valido, i punti di forza sono la connettività 3.5G, che mi permette di usarlo con le sim dell'operatore H3G e la tastiera, tra le migliori che ho provato.
Il software del telefono è leggero, ma nonostante ciò c'è tutto quello che può servire compreso il client mail, wattsapp, nokia store e Nokia Nearby, una versione semplificata di ""nokia city lens"" che permette di scoprire tutti i punti di interessi vicino alla propria posizione.
La fotocamera nonostante i 3.2 MP è performante, scatta foto luminose e ha funzioni che non mi aspettavo per la fascia di prezzo.
Il design monoblocco riprende la serie Lumia, il colore ciano è veramente bello da vedere e valorizza il telefono. Sono soddisfatto dell'acquisto, contento pure di amazon che mi ha fatto arrivare il telefono con un giorno di anticipo rispetto alla loro previsione!";2
giulio;5;Italy;14 September 2013;Un cellulare davvero bello.;Un cellulare classico ma con cuore rinnovato.La forma è quella dei classici nokia di fascia bassa,anche se un pò più grande,ma le specifiche tecniche sono di tutto rispetto,malgrado il prezzo contenuto.Una buona fotocamera da 3 mp,abbastanza veloce nelllo scatto e dalle tante funzioni.Un'ampio diplay con buona definizione,tasti comodi e ben grandi,ideali per messaggiare,un buon numero di funzioni che lo rende anche un'ottimo cellulare per la navigazione in rete o come lettore mp3.Batteria di buona qualità,con durata ,in pausa,molto buona.In modalità navigazione o chiamata,però,la durata della batteria diminuisce in maniera piuttosto sensibile.Comunque dura ugualmente per tutto il giorno,se ben caricata.In definitiva,un'ottimo cellulare a prezzi contenuti,ideale a chi vuole un cellulare semplice ma ricco di funzioni.;1
Jean Noel;4;Italy;8 July 2013;Cellulare classico dal basso costo;Cellulare classico, facile da usare con una buona fotocamera, dal basso costo e che si connette ad internet. I punti deboli sono la batteria che ha una durata sufficiente, ma non straordinaria e alcune APP Nokia che non sono ancora compatibili essendo il telefeno appena uscito. il jack delle cuffie è da 3.5mm e la ricarica avvine con la micro usb. Il cell non è compatibile con Nokia suite. Peccato!!;1
Marco;1;Italy;1 December 2013;Problemi antenna;"Il telefono è perfetto: batteria fino a 48 e in nessun caso minore alle 24, si ricarica in pochissimo tempo, ha Whatsapp di serie e con Opera (scaricato dallo store) si naviga che è un piacere (entro i limiti dello schermo, chiaramente).
Peccato che mi si sia rotto una volta (il centro NOKIA diceva che si era rotta l'antenna e bisgonava cambiare la scheda madre) e amazon me ne ha mandato uno nuovo alla velocità della luce. Pefetto! Invece no. Il problema si è ripresentato, ho chiamato nuovamente amazon e mi è stato comunicato che non me ne avrebbero inviato uno nuovo ma che mi avrebbero ridarato i soldi.
Perfetto il servizio di amazon, il cellulare nokia un po' meno...
E dire che se non avesse questo problema sarebbe perfetto!";0
Sandro Scavazzon;2;Italy;11 September 2013;Scarsa durata della batteria;"Appena comprato la batteria durava circa 4 giorni con le impostazioni di fabbrica, cioè con 3G abilitato, anche senza mai andare in Internet. Impostando la modalità GSM-only arrivo a circa 14 giorni in standby (pochi sms, pochi minuti di chiamata). Troppo distante dalla durata dichiarata da Nokia di 39 giorni in standby. Stessa situazione anche dopo l'aggiornamento del software (V2.51).
Nokia riconosce che c'è una serie di problemi con questo modello, ma non fornisce soluzioni definitive.
Ci sono molti clienti insoddisfatti della durata della batteria, che in vari casi non supera comunque i 4 giorni: nel mio caso posso ritenermi ""fortunato"" dei 14 giorni di standby in GSM-only...

[...]";0
horst kottbauer;2;Germany;13 June 2022;als seniorenhandy m.e. ungeeignet;"hätte das telefon für meine eltern (80 jahre, hören und sehen etwas schlecht) gekauft
aber leider als seniorenhandy ungeeignet:
hier die ko-kriterien für meine eltern:
- klingeltöne viel zu leise (leiser als ein standardhandy - keinesfalls als seniorenhandy geeignet)
- symbole am display viel zu klein (der akkustand, die empfangsqualität) sind für normalsichtige schwer abzulesen, keinesfalls für sehschwache menschen.
- die ladeanzeige ist nicht ablesbar (kleinstsymbol, das über einen miniblitz erkennbar sein soll - unmöglich für ältere menschen ( somit fehlt das feedback, ob das handy lädt, voll ist usw)
- die ladeschale hat einen wackelkontakt (lädt, lädt nicht usw.) - speziell mit dem vorigen punkt eine schlechte kombi (man stellt das handy in die ladeschale zum aufladen, man erkennt am kleinstsymbol nicht, ob es tatsächlich lädt, wenn es durch den wackelkontakt nicht lädt, nimmt man u.u. das ungeladene handy wieder raus...)
- das handy hat 2 seitliche tasten, mit denen jederezeit die klingeltonlautstärke einstellbar ist - eine klassische fehlbedienungsgrundlage: man hat das handy in der hosentasche, der klingelton verstellt sich ungewollt auf ganz leise und man hört das handy nicht läuten (das ist für ältere menschen ein sehr unangenehmes thema)

hier ein paar dinge, die mich zusätzlich stören:
- das display hat eine mittel-schlechte qualität - es ist sehr blickwinkelabhängig und nicht wirklich perfekt abzulesen
- die einstellungen im menü sind sehr eingeschränkt - so kann man die lauter-leiser-tasten nicht deaktivieren, das mit dem abheben beim aufklappen ist missverständlich beschrieben und die ganzen ""smartphone-features"" müllen das menü zu
- die ""smart-phone""-optionen sind für so ein handy m.e. eher unnötig verkomplizierend, wer ein senioren-klapphandy kauft, braucht aus meiner sicht kein whats app, browser, dual sim usw.
- das handy ist für meinen geschmack zu groß und zu schwer, da es nicht angenehm in die hosentasche passt - da hätte man mit etwas kleinerem format das selbe rausholen können (display-ränder sind sehr breit, tasten unnötig weit auseinander plaziert

die basis des telefons = hardware + software mag ganz ok sein, macht einen durchaus wertigen eindruck, aber die oben beschriebenen themen machen für das telefon in seiner beworbenen funktion keinen sinn.
und wenn ich kein seniorenhandy kaufen möchte, ist das telefon viel zu groß.

ich finde es sehr schade, da wäre mit etwas mehr liebe zum detail (bzw zum thema: seniorenhandy) viel mehr möglich gewesen. das telefon ist wie gesagt keinesfalls ein klassisches seniorenhandy!";29
